"","s201_P2_195","s332_P2_760","s486_P3_279","s697_P2_870","s738_P2_114"
"SKAP1",0.10213919,0.054320083,0.015164583,0.004240159,0.033044717
"SLAMF1",0,0,0,0,0.000390911
"SLAMF6",0,0,0,0,0.005857588
"SLAMF7",1.463650865,0.647420799,0.019174295,0.094932292,0
"SLAMF8",0,0,5.08e-06,0,0
"SLAMF9",0.012436307,0.011312598,0,0.005452172,0
"SLC10A1",0,0,0,0,0
"SLC10A2",0,0,0,0,0
"SLC10A4",0,0.000357161,0.001428644,0.000414078,0.000714322
"SLC10A5",0.067326328,0.019266956,0.029882086,0.002999245,0.00240837
"SLC10A6",0.000541093,0,0,0.007103537,0.000555765
"SLC11A1",0.008514374,0.00457969,0.005037659,0.030997698,0.003663752
"SLC11A2",1.140546778,0.993097007,0.4646146,1.359779339,0.281803552
"SLC12A1",0,0,0,0,0
"SLC12A2",1.618416814,0.106065962,0.150043676,0.776973021,0.43106295
"SLC12A3",0.001023062,0.004034281,0.001728977,0.00730194,0
"SLC12A4",0.382576251,0.554829049,0.386303184,0.35079259,0.060353519
"SLC12A5",0.007336688,0.015335763,0.039106962,0.013020876,0.000766788
"SLC12A6",0.838195271,0.875753961,0.153670836,0.705997737,0.117162975
"SLC12A7",1.730590689,1.337694532,0.559324531,0.749048044,1.053176797
"SLC12A8",0.225792749,0.160222259,0.327247752,0.420533513,0.061504575
"SLC12A9",1.190985068,0.373336547,0.445619277,0.385251751,0.39919889
"SLC13A2",0.002139238,0,0,0,0.005156198
"SLC13A3",0.071058465,0.071424866,0.00162328,0.014727772,0.017856622
"SLC13A4",0,0,0,0.004596142,0
"SLC13A5",0,0,0.016010283,0.059539436,0
"SLC14A1",0,0,0,0.000417239,0.000359887
"SLC14A2",0,0.00047097,0.00047097,0,0
"SLC15A1",0,0.005936214,0.000539656,0.003218898,0
"SLC15A2",0.106406566,0.000963321,0.002568855,0.250171678,0.001926641
"SLC15A3",0.087625337,0.132780696,0.02823244,0.014676004,0.162777664
"SLC15A4",0.388947956,0.564064829,0.259004696,0.624921577,0.047618997
"SLC15A5",0.000254324,0,0,0,0
"SLC16A1",0.083554519,1.101136124,0.653608038,4.067698751,0.001805723
"SLC16A10",0.000963321,0.019536183,0,0.0096767,0.033102977
"SLC16A11",0.002325346,0.004268242,0,0,0.003201181
"SLC16A12",0.01261346,0.043064001,0.029002287,0.003837581,0
"SLC16A2",0.03024863,0.069432067,0.048910274,0.033151227,0.008379732
"SLC16A3",2.102160469,2.194903548,0.925626845,2.116006519,0.102908243
"SLC16A4",1.001476869,0.148113585,0.441679589,0.000754324,0.024833415
"SLC16A5",0.485297299,0.104597156,0.096494559,0.081102765,0.002209799
"SLC16A6",0.023590654,0.006732748,0.029893917,0.071280827,0.001553711
"SLC16A7",0.019752226,0,0.035913829,0.007116296,0.041439034
"SLC16A8",0,0,0,0,0
"SLC16A9",1.9539011,0.089193716,2.218399355,1.137484111,0.03758878
"SLC17A1",0,0,0,0,0
"SLC17A3",0,0,0,0,0
"SLC17A4",0,0,0,0,0
"SLC17A5",0.004609051,0.006465864,0.002588021,0.007843328,0.002294879
"SLC17A7",2.47e-06,4.21e-07,0,1.49e-05,4.21e-07
"SLC17A8",3.41e-06,0,0,0,0
"SLC17A9",0.005620239,0.005085771,0.006191099,0,0
"SLC18A1",0,6.03e-06,0,0,0
"SLC18A2",2.01e-06,0,6.63e-06,0,0
"SLC18B1",0.002904467,0.001059126,0.000234123,0.001269689,0.000178379
"SLC19A1",0.001656293,0.000570092,0.000344099,0.000791417,0.000137902
"SLC19A2",0.000255458,9.82e-05,2.1e-05,2.12e-05,4.59e-05
"SLC19A3",1.92e-06,6.6e-06,0,7.84e-06,0
"SLC1A1",0.004296553,3.17e-06,0.000598233,0.000172307,0.000218403
"SLC1A2",6.73e-06,6.59e-07,0,0,6.26e-06
"SLC1A3",3.51e-06,1.2e-06,9.39e-05,0.000422045,4.82e-06
"SLC1A4",0.001292925,0.00140788,0.000618551,0.007778114,0.001010092
"SLC1A5",0.119988126,0.049866137,0.012618173,0.146237639,0.025586083
"SLC1A6",1.41e-05,0,0,0,0
"SLC1A7",0.014284518,0,0.00518184,0,0.000176989
"SLC20A1",0.001672579,0.004005554,0.001959499,0.003234415,0.000473345
"SLC20A2",0.003022102,0.003406265,0.00168766,0.030193056,0.00047232
"SLC22A1",1.25e-05,2.6e-06,0,2.14e-06,0
"SLC22A11",1.74e-06,0,0,0,0
"SLC22A13",5.07e-06,1.06e-05,0,0,0
"SLC22A14",7.35e-06,0,8.64e-07,2.98e-06,0
"SLC22A16",0,0,0,0,0
"SLC22A17",0.000729455,6.63e-05,0.003290724,0.00424008,0.000302211
"SLC22A18",0.003565496,0.000612232,0.000234472,0.001072438,0.000888387
"SLC22A2",0,1.53e-06,0,0,0
"SLC22A23",0.000227882,0.000581727,0.001372508,0.01450188,0.005735466
"SLC22A24",0,0,0,0,0
"SLC22A3",0.000456875,0,8.17e-06,0.000570303,0.000968331
"SLC22A4",3.67e-05,3.52e-05,2.31e-05,5.58e-05,6.94e-05
"SLC22A5",0.001208386,0.000596675,0.000621623,0.001204453,0.000977136
"SLC22A7",0,0,0,0,0
"SLC22A8",0,0,0,5.62e-05,0
"SLC22A9",0,0,0,0,0
"SLC23A1",1.66e-05,0,0.000114423,0.000319984,9.54e-06
"SLC23A2",0.005589152,0.029352806,0.02820946,0.011822612,0.01241079
"SLC23A3",0.000358282,5.65e-05,0.000315534,0.000156979,1.61e-05
"SLC24A2",2.66e-07,0,0,1.34e-07,0
"SLC24A3",6.52e-05,9.12e-05,5.07e-05,0.000125199,0.002108156
"SLC24A4",0,0,1.45e-05,0.000394006,0
"SLC26A1",1.41e-05,2.57e-05,2.74e-05,0,3.42e-06
"SLC26A11",0.002275197,0.000706874,0.002503358,0.000470215,0.001219559
"SLC26A2",0.000409447,0.001750067,0.004305194,0.002794824,0.012393
"SLC26A3",0,0,0,0,0
"SLC26A4",4.34e-06,1.43e-05,2.04e-06,1.67e-05,1.58e-05
"SLC26A5",1.29e-05,7.02e-06,0,1.76e-05,7.02e-05
"SLC26A6",0.00020116,3.03e-05,3.33e-05,7.84e-05,4.22e-05
"SLC26A8",8.09e-05,1.43e-05,1.07e-05,9.11e-06,0
"SLC26A9",7.58e-05,2.35e-05,3.42e-05,2.47e-05,0.001239261
"SLC27A1",0.191614099,0.133750581,0.108407795,0.122916148,0.124598569
"SLC28A1",0.002408422,0.00620395,0,0.000953154,0
"SLC28A2",0.003963164,0.003543946,0.029617006,0.000580805,0.000506278
"SLC28A3",0.072377919,0.107009458,0.001539671,0.159308335,0.000769836
"SLC29A1",1.004746409,1.105218335,0.290882572,1.999017436,0.95415457
"SLC29A2",0.42347741,0.236865486,0.054516421,0.509142709,0.031440976
"SLC29A3",0.012715534,0.007625234,0.005141256,0.008565895,0.003177181
"SLC29A4",0.003980724,0.000380559,0.000304447,0.000340555,0.000502338
"SLC2A1",2.999780039,19.45305921,2.732629755,13.95314471,0.898360575
"SLC2A10",0.617291992,0.01215425,0.329594674,0.436968382,0
"SLC2A11",0.130974435,0.09421547,0.208996854,0.10059462,0.045230662
"SLC2A12",0.541663935,0.121881755,0.027666336,0.109786531,0.175794479
"SLC2A13",0.473956706,0.017497325,0.138248308,0.054034704,0.395633957
"SLC2A14",0.003464741,0.020137832,0.001940111,0,0.001950423
"SLC2A2",0,0,0,0,0
"SLC2A3",0.002143203,17.72769242,0.295313731,0.066862177,0.045501806
"SLC2A4",0.002623086,0.00169495,0.001412458,0.003969171,0.019491924
"SLC2A5",0.013143606,0.000486034,0.009720184,0.009579294,0
"SLC2A6",0.083903056,0.037362005,0.026218951,0.068024115,0.052437901
"SLC2A7",0,0,0,0,0
"SLC2A8",0.121334499,0.03472986,0.052096141,0.147387744,0.050165525
"SLC2A9",0.003291834,0.00560691,0.000560691,0.337051473,0.00560691
"SLC30A1",1.061039874,0.931102765,2.68239488,1.0449513,0.367254829
"SLC30A10",0.000859202,0,0,0.003671395,0
"SLC30A2",0,0,0.000473569,0,0
"SLC30A5",1.349014038,3.436407172,1.645757847,1.302357315,1.772111422
"SLC30A8",0,0,0.000484542,0,0
"SLC31A1",4.275671666,1.513645583,0.707681258,0.908516702,0.667789324
"SLC31A2",0.001037411,0.001326779,0.00122472,0.002830136,0.001041012
"SLC32A1",0,0,0,0,0
"SLC34A1",1.43e-05,0,0,7.79e-05,0
"SLC34A2",0.019725869,0.00228965,2.09e-05,0,0.02278623
"SLC34A3",6.52e-05,1.48e-06,2.95e-06,3.07e-05,0
"SLC35A5",0.573202572,0.733068229,0.423453853,0.403846695,0.132691875
"SLC35G2",0.120514153,0.24514931,0.113890892,0.466525232,0.03774097
"SLC35G5",0.001236988,0,0.00141908,0,0.002128621
"SLC36A1",0.366574397,0.243720179,0.06970459,1.012021011,0.06860688
"SLC36A2",0,0,0,0.000755276,0
"SLC36A4",0.752778488,0.714637002,0.369793,0.335104112,0.21831153
"SLC38A1",11.24366861,7.733683724,0.767354797,7.152589333,2.857720612
"SLC38A11",0,0,0.002568927,0.000666499,0.001926696
"SLC38A2",3.380008416,5.343003057,2.548481394,10.66737544,1.010369638
"SLC38A3",0.011469161,0.00324149,0.018985868,0.007043308,0.013892098
"SLC38A4",0.013314393,0.038965133,0.016699343,0.007804942,0
"SLC38A5",0.283814877,0.0032795,0.001093167,0.004570057,0.004372666
"SLC38A6",0.111273957,0.15670918,0.157397882,0.154519846,0.056360814
"SLC38A7",0.602810444,0.257205838,0.201088538,1.459190189,0.09889559
"SLC39A1",2.849066467,5.316899652,2.267145286,1.552471821,2.324714778
"SLC39A10",1.39669467,1.680996405,2.215785271,1.294274327,0.27099544
"SLC39A12",0.000766454,0,0,0,0.00035966
"SLC39A14",0.718330501,1.323706473,1.725963564,0.945357881,0.362031382
"SLC39A2",0.003644721,0.000763226,0,0.019598028,0
"SLC39A4",0.64561969,0.113701713,0.244704532,0.2841818,0.024099689
"SLC39A5",3.31e-06,0,4.22e-06,3.26e-06,1.41e-06
"SLC39A6",3.761077489,1.57429094,0.555461106,0.750561079,0.544411928
"SLC39A8",5.121460105,0.649906587,0.218376036,0.189393491,0.22610467
"SLC39A9",0.64139731,1.013408142,0.793054442,2.682878158,0.3052477
"SLC3A1",0.003089704,0.003791617,0,0.002897911,0.00126303
"SLC3A2",2.558000595,2.569413386,0.443053,19.85887449,0.588147516
"SLC40A1",0.058390673,0.286152463,1.114984657,0.063762394,0.395227049
"SLC41A1",0.557224018,0.430796921,0.172409572,0.56577722,0.394160892
"SLC41A2",0.32415618,2.070056066,0.521213918,0.099836341,0.20632447
"SLC41A3",0.559119359,0.647811592,0.285944688,0.782441164,0.241243657
"SLC43A1",0.453043717,0.564190061,0.310952351,0.010857762,0.078917115
"SLC43A2",0.884993056,0.194379559,0.13668244,0.158164865,0.398282036
"SLC43A3",3.25167127,2.622518084,0.552264622,0.937214736,0.933864055
"SLC44A1",1.598440394,1.046016285,0.99225011,1.975509727,0.42980809
"SLC44A2",4.216235432,3.377631748,1.290625148,2.574691244,1.265856712
"SLC44A3",0.550418641,0.132007524,0.090291432,0.049575418,0.106292344
"SLC44A5",0.120234287,0,0.688767241,0.350371646,1.197217418
"SLC45A1",0.204433966,0.047052098,0.019283647,0.001980652,0.021597684
"SLC45A2",0.001855694,0.000799391,0.000399696,0.000467996,0
"SLC45A4",0.106736157,0.174036189,0.153974381,0.660551702,0.062191606
"SLC46A1",0.965689867,0.459637983,0.280153583,0.476317608,0.331603822
"SLC46A2",1e-06,1.03e-06,6.85e-07,0,2.06e-06
"SLC46A3",2.49e-06,1.04e-06,3.54e-06,1.79e-05,1.48e-05
"SLC47A1",0,0,0.000178938,0.000417685,0
"SLC47A2",0,0,1.48e-06,1.91e-05,0
"SLC4A1",1.33e-05,1.13e-05,1.13e-05,0.000138623,0
"SLC4A10",1.61e-05,0.000174412,0.000193791,1.82e-06,1.16e-05
"SLC4A11",0.000529292,0.000391145,4.1e-05,0.000172854,4.84e-05
"SLC4A2",0.027592434,0.008908012,0.005404767,0.018463626,0.007434143
"SLC4A4",0.011428613,2.79e-05,0.002841972,2.73e-06,0.000126761
"SLC4A7",0.003389792,0.002045928,0.001540806,0.001113663,0.001548503
"SLC4A8",0.000132766,0.00047073,0.00059746,2.15e-05,0.000427729
"SLC51A",7.44e-05,0.000382552,6.38e-06,0,0
"SLC51B",7.36e-05,3.61e-05,0,2.79e-06,0
"SLC52A1",0.001664636,8.93e-05,0.000878313,0.000926965,0.000119093
"SLC52A2",0.001933457,0.000634226,0.000362868,0.001113151,0.000228357
"SLC52A3",0.000836727,0.001854432,0.000704786,0.002542683,0.000129961
"SLC5A1",0.000275906,0.000462715,7.23e-05,0.000829422,0.004171668
"SLC5A10",4.09e-06,0,9.48e-06,5.94e-05,0
"SLC5A11",3.22e-05,8.34e-06,0,4.81e-05,0
"SLC5A12",0.000164884,0,0.000515159,0.003896893,4.68e-05
"SLC5A2",3.16e-05,1.78e-05,2.67e-05,0,0
"SLC5A3",0.052936185,0.081209692,0.01190885,0.059923811,0.002166273
"SLC5A4",1.07e-05,0,8.98e-05,0,0
"SLC5A5",1.05e-05,0,0,3.46e-07,2.01e-07
"SLC5A6",0.000633686,0.000741507,0.00034044,0.001148653,0.000388313
"SLC5A7",3.17e-05,1.49e-06,0,0,0
"SLC5A8",0,0,0,0,0
"SLC5A9",0,0,1.26e-06,0,0
"SLC6A1",0,0,0.001991071,0,0
"SLC6A11",0,0,1.46e-05,0.000114509,0
"SLC6A12",0.000160187,0.000111559,3.65e-05,0,4.94e-06
"SLC6A13",0.007052411,0.000140978,0,0.000146305,0
"SLC6A14",0.001215557,8.52e-05,3.83e-06,0.000318181,0
"SLC6A15",0,0,0,0.001468449,0
"SLC6A16",7.01e-06,1.43e-06,3.58e-05,1.97e-05,4.73e-05
"SLC6A17",8.92e-05,0.000206778,5.74e-05,9.6e-05,1.15e-05
"SLC6A18",8.09e-07,0,0,0,0
"SLC6A19",0,0,0,0,0
"SLC6A2",0,0,0,3.05e-05,3.25e-06
"SLC6A20",0.002014474,9.05e-05,7.15e-06,0,0.000257309
"SLC6A3",0.007694114,0.000194597,0,0,0.001053114
"SLC6A4",5.42e-05,1.37e-05,1.03e-05,7.1e-05,3.44e-06
"SLC6A5",0,0,0,9.13e-07,0
"SLC6A6",0.018420613,0.009659839,0.015672325,0.022019062,0.013202342
"SLC6A7",9.6e-06,2.98e-05,2.39e-05,0,0
"SLC6A8",0.010131816,0.003657026,0.001033758,0.008219329,0.000965386
"SLC6A9",7.6e-05,0.000142751,4.74e-05,8.8e-05,3.6e-05
"SLC7A1",0.021495098,0.021458757,0.00579122,0.012953598,0.002226961
"SLC7A10",5.74e-05,0.000194304,0.001527939,1.03e-05,1.77e-05
"SLC7A11",0.010895752,0.098321513,0.003045398,0.504395636,0.000321871
"SLC7A14",0,0,0,1.42e-06,0
"SLC7A2",0.000878776,8.43e-05,3.35e-05,0.000382155,0.001899997
"SLC7A3",0,0,0,0,0
"SLC7A4",0,2.05e-06,2.15e-05,0,0
"SLC7A5",0.033528328,0.024511107,0.001475976,0.056148243,0.002628444
"SLC7A6",0.001464074,0.001051803,0.000731585,0.000592088,0.000210415
"SLC7A7",0.002786604,0.003342081,0.002912385,0.000474864,0.000429696
"SLC7A8",0.000221051,0.000206929,0.000132246,0.022417511,0.002335339
"SLC7A9",6.47e-05,5.29e-06,7.06e-06,1.48e-06,7.06e-06
"SLC8A1",0.000232384,8.46e-05,0.000383844,4.51e-05,3.66e-05
"SLC8A2",5.06e-06,4.91e-07,2.46e-07,2.92e-06,2.46e-07
"SLC8A3",4.6e-06,2.37e-05,7.91e-06,0,0
"SLC8B1",0.004594909,0.001070985,0.000378691,0.000310202,0.000151787
"SLC9A1",0.005224272,0.004764069,0.001922508,0.007324139,0.000671632
"SLC9A2",4.64e-06,7.97e-06,3.19e-06,0.000123776,4.62e-05
"SLC9A3",1.23e-06,0,4.18e-06,1.45e-05,0
"SLC9A3R1",0.015965644,0.004520164,0.001646631,0.10409724,0.001719277
"SLC9A3R2",0.048470657,0.023743652,0.011008327,0.004717505,0.007074149
"SLC9A4",0,8.05e-06,5.37e-06,0,0
"SLC9A6",0.004163986,0.002908064,0.001813924,0.009272272,0.003756231
"SLC9A7",0.011719842,0.035830382,0.009047207,0.010738541,0.0027172
"SLC9A9",0.00011318,7.84e-05,5.63e-05,0.001080928,3.18e-05
"SLC9B2",3.04e-05,0.000138615,4.7e-05,7.48e-05,3.89e-06
"SLCO1A2",0,0,0.001207282,0.000243198,0
"SLCO1B1",0,1.19e-05,0,1.62e-06,0
"SLCO1B3",1.84e-05,0.00448045,0,0.000907141,0
"SLCO1C1",0,0,8.51e-08,0,0
"SLCO2A1",0.015851315,0.013148146,0.011393189,9.36e-05,7.05e-05
"SLCO2B1",3.69e-05,0,0.000209488,0.00102005,0
"SLCO3A1",0.00050124,0.000494325,0.000348573,0.001275675,1.67e-05
"SLCO4A1",0.000454426,0.002114113,1.97e-05,0.000247808,0.000172936
"SLCO4C1",0.000101326,0.000913135,1.88e-05,0.000118795,0.001355582
"SLCO5A1",0.006726249,0.000114258,0.000114258,0.000806059,0.001399665
"SLCO6A1",5.72e-06,0,0,0,0
"SLITRK1",0,0,0,0,0
"SLITRK2",4.17e-06,1.61e-06,3.23e-06,0,1.61e-06
"SLITRK3",0,0,0,0,0
"SLITRK4",2.92e-07,0,4.98e-07,0,1.99e-06
"SLITRK5",4.51e-05,3.52e-06,2.63e-05,2.2e-07,1.64e-06
"SLITRK6",0.000989003,0.001468995,0.001196693,0.005547712,0.000943501
"SMAGP",0.008282674,0.01072538,0.001958205,0.008783193,0.000316391
"SMAP1",0.002104185,0.001756822,0.000572828,0.001467034,0.000474921
"SMIM1",7.95e-05,8.05e-06,2.42e-05,2.05e-05,3.22e-06
"SMO",0.000343238,0.000337036,0.000807551,0.004889919,0.000103447
"SMPD1",0.005807021,0.002127793,0.001288621,0.00159763,0.000729171
"SMPDL3B",0.000864511,5.86e-05,7.6e-05,2.94e-05,6.07e-05
"SNAP23",0.002242813,0.002317747,0.001571877,0.001004486,0.000558779
"SNAP29",0.002079218,0.001065947,0.000832804,0.000848713,0.000174033
"SNCA",0,0,0,1.39e-05,4.05e-06
"SNTG2",1.67e-07,0,0,0,0
"SNX9",0.030599928,0.081009115,0.01962331,0.01960354,0.010299642
"SORBS1",0.002128356,0.003343641,0.000513003,0.001077122,0.008272032
"SORCS1",9e-06,6.17e-06,0,0,0
"SORCS2",0.0053504,0.000568411,0.002651489,0.000259026,1.97e-05
"SORCS3",0,0,6.21e-06,0,1.86e-05
"SORL1",0.002029818,0.000996709,0.001911664,0.008082002,0.001714489
"SORT1",0.007420623,0.000173221,0.001190277,0.001824309,0.002013079
"SPAM1",0,0,0,0,0
"SPG11",0.00383166,0.003552953,0.001804603,0.001541673,0.000740098
"SPHK1",0.000607817,0.000143167,0.000137589,0.003163646,1.86e-05
"SPINT1",0.004166188,0.0102492,0.001856997,0.002274796,0.002953756
"SPINT2",0.003111205,0.007880653,0.001304164,0.003118665,0.000689009
"SPN",4.95e-05,0,3.08e-05,0,1.54e-05
"SPNS3",5.01e-05,4.19e-05,0.000111828,0,0
"SPPL2A",0.00163777,0.004582658,0.00400005,0.001382094,0.000777533
"SPPL2B",0.003022252,0.001221863,0.001354019,0.002210844,0.001242568
"SPPL3",0.007785244,0.018710339,0.012354337,0.017871492,0.004353365
"SPRN",2.82e-05,0,0.000306931,1.21e-05,2.36e-05
"SRC",0.001893782,0.001837503,0.001295208,0.002689843,0.000533543
"SRD5A3",0.000603535,0.000399063,9e-05,0.000450297,0.000244967
"SSH1",0.001940043,0.005539261,0.002401438,0.011971377,0.000398106
"SSPN",3.8e-05,0.003570554,0.004193105,0.002614788,6.71e-05
"SSTR1",0,0,0,0,0
"SSTR2",4.03e-06,2.49e-05,0.000186908,0,4.15e-06
"SSTR3",0,1.4e-06,6.32e-06,1.63e-06,0
"SSTR4",0,0,0,0,0
"SSTR5",0,0,0,0.000389315,0.000228443
"ST14",0.059617911,0.108649851,0.014929557,0.071241981,0.020094167
"ST3GAL5",0.03531131,0.000453472,0.006393735,0.001646908,0.002972183
"ST6GALNAC3",3.1e-05,0,5.67e-05,0,8.47e-07
"ST8SIA4",0.000516041,0.002384533,0.000295115,0.000820347,0.017340985
"STAB1",0.000715453,0.000535206,0.000449884,0.000209739,0.000100832
"STAB2",0,0,3.2e-06,1.1e-05,3.2e-06
"STAMBP",0.002831192,0.001334766,0.000432127,0.001403885,0.000238723
"STAMBPL1",5.09e-05,0.001793502,0.000241058,0.000248735,8.77e-06
"STEAP1",0.003965045,0.009306845,0.000695098,0.002083975,0.000810415
"STEAP2",0.00491407,0.050332647,0.013654048,0.006069845,0.0094593
"STEAP3",0.001953755,0.002926674,0.001467691,0.001526297,0.000141222
"STEAP4",0.074513701,0.001074594,0.001983867,0.000554785,0.007508384
"STIM1",0.003942522,0.005680705,0.00279675,0.005137715,0.0042258
"STOM",0.006998677,0.00356191,0.004422244,0.010374319,0.004356867
"STOML3",6.02e-05,0,0,0,3.47e-05
"STRA6",0.000456067,0.000251132,0.000743859,0.000617946,0
"STRC",3.11e-06,7.99e-07,4e-07,8.51e-07,2.2e-06
"STT3A",0.00272502,0.004079695,0.001039562,0.002213905,0.000789218
"STX1A",0.000414863,0.000589048,0.000155172,0.000147735,0.000224749
"STX2",0.003579149,0.004938881,0.00452044,0.005174616,0.0022615
"STX3",0.011368615,0.012174081,0.002464074,0.004211202,0.002436625
"STX4",0.010417295,0.008792556,0.006021898,0.021930912,0.00262564
"STX6",0.001125795,0.000606741,0.000375484,0.001802313,0.000299433
"STYK1",0.000670705,0.00172677,0.000112861,0.001193836,3.01e-05
"SUCNR1",0,0,0,1.86e-05,0.046211007
"SUCO",0.029004067,0.035744502,0.013543262,0.003913562,0.008188426
"SULF1",0.000653951,0.000827568,0.002571365,0.000111557,0.000169947
"SULF2",0.000495855,0.000267061,0.00014567,0.004214256,1.99e-05
"SUSD1",0.000504108,0.000413141,0.00034458,0.000144568,6e-05
"SUSD2",0.002136648,0.001137853,0.001860728,6e-05,0.000187044
"SUSD3",0.000260987,0.000399458,5.76e-05,7.14e-05,1.39e-05
"SUSD4",0.003698239,0.000211664,0.001218609,0.000940805,0.001150795
"SUSD6",0.002684972,0.001683081,0.002070981,0.003622814,0.001352496
"SV2A",0.000238598,1.35e-06,0.000608243,3.57e-05,3.32e-05
"SV2B",0,0,0,3.36e-07,1.61e-07
"SV2C",5.04e-06,0,0,9.04e-05,0
"SVIL",0.143359047,0.146199731,0.053621328,0.101165449,0.017537232
"SVOP",0,0,9.81e-07,0,0
"SVOPL",3.28e-06,0,1.34e-05,0.000119777,1.79e-05
"SYK",0.001778102,0.00097282,7.31e-06,0.002799808,0.000428792
"SYMPK",0.003982692,0.006431987,0.013015886,0.008840953,0.003651123
"SYNE2",0.003008135,0.005752712,0.004066152,0.015140649,0.002227693
"SYNPR",0,0,1.41e-05,0,0
"SYPL1",0.010588865,0.006124924,0.00414111,0.00974094,0.001066346
"SYT15",0.000128777,0.000116447,0.00028901,7.02e-05,6.02e-05
"SYT4",0,0,0,0,0
"SYT6",0,0,3.91e-07,0,7.82e-07
"SYT8",0.000123858,0.000151321,0.000779504,0.00025402,0
"SYTL1",0.000395942,0.000110567,0.000176678,0.00023877,1.14e-05
"SYTL2",0.002595217,0.000770718,0.000550235,0.00077752,0.001067302
"TAAR1",0,0,0,0,0
"TACR1",2.19e-05,0.00033582,1.41e-05,8.83e-06,9.86e-06
"TACR2",4.27e-06,3.44e-06,1.48e-06,2.84e-06,3.69e-05
"TACR3",0,0,0,0,0
"TACSTD2",0.00111339,0.00172046,9.82e-05,0.002067986,9.63e-07
"TAPBPL",0.002346363,0.002103961,0.000512363,0.001380048,0.00052599
"TAS1R1",5.02e-05,1.7e-06,0,1.77e-06,0
"TAS1R3",0.004282282,7.92e-05,5.28e-05,0.000847375,2.64e-05
"TAS2R1",1.86e-07,0,0,0,0
"TAS2R10",1.1e-05,1.06e-05,8.48e-06,4.43e-06,2.12e-06
"TAS2R13",4.94e-05,0,0.000102459,0,5.12e-05
"TAS2R14",0.000330895,0.000155871,0.000193432,0.000269799,4.03e-05
"TAS2R19",8.11e-06,1.49e-05,1.49e-05,4.63e-06,0
"TAS2R20",1.91e-05,2.85e-05,3.19e-05,7.19e-06,4.56e-06
"TAS2R3",2.08e-06,1.71e-06,8.56e-06,1.47e-06,0
"TAS2R30",2.11e-05,2.16e-05,2.88e-05,6.03e-06,1.44e-05
"TAS2R31",8.19e-06,1.1e-06,3.84e-06,1.18e-06,0
"TAS2R38",0,0,0,7.82e-06,0
"TAS2R4",1.85e-05,1.45e-05,5.21e-05,1.67e-05,5.79e-06
"TAS2R42",0,0,0,0,0
"TAS2R43",4.95e-06,1.68e-05,8.42e-06,0,6.03e-06
"TAS2R46",1.35e-06,7.84e-07,5.23e-07,4.07e-07,2.05e-07
"TAS2R5",0.000105208,1.73e-05,5.33e-05,3.8e-05,0
"TAS2R50",7.44e-07,8.71e-07,2.18e-06,7.36e-07,0
"TAS2R60",5.95e-06,0,0,6.98e-06,0
"TAS2R8",9.88e-06,0,0,0,0
"TAS2R9",0,0,0,0,0
"TBC1D30",0.000806442,0.000296761,1.04e-05,0.000460461,0.000299874
"TBXA2R",0.000230087,8.28e-05,1.04e-05,2.57e-05,4.4e-05
"TCAF2",0.000872382,0.000341159,0.000196364,0.001035909,1.19e-05
"TCHP",0.01090553,0.015468117,0.005895163,0.006511391,0.004828456
"TCIRG1",0.002281997,0.001577027,0.00166208,0.001560498,0.000684529
"TCTN2",0.000277481,0.000428476,0.000397583,0.000528358,0.000179088
"TCTN3",0.004611202,0.003675497,0.002712756,0.003234716,0.001455991
"TDGF1",0,0,0,0,1.44e-06
"TEC",6.29e-05,6.99e-05,4.71e-05,8.91e-05,2.2e-05
"TECTA",2.02e-05,3.31e-05,6.61e-05,2.77e-05,4.41e-05
"TEK",0.000418741,0.000420897,0.000505076,7.21e-05,0.000294628
"TENM1",4.25e-06,0,0,0,0
"TENM2",0,0,4.84e-06,0.000901275,0
"TENM3",1.1e-05,4.45e-06,1.02e-05,3.03e-06,1.02e-05
"TENM4",1.63e-05,0.000259033,0.00021068,2.11e-05,2.42e-05
"TEX101",5.73e-05,0,0,0.000817025,0
"TFPI",0.004971678,0.051053667,0.008069096,0.003602575,0.068534759
"TFR2",0.002726866,0.000248379,9.62e-05,0.000935413,0.000364593
"TFRC",0.026885787,0.0264995,0.004310724,0.031953867,0.002040348
"TGFA",0.00601379,0.010142775,0.002860577,0.016610814,0.000324939
"TGFBR1",0.000803833,0.000896321,0.000455304,0.00148331,0.000257063
"TGFBR2",0.018030096,0.039553281,0.063611897,0.031745845,0.001171713
"TGFBR3",6.26e-05,0.000646238,0.001498097,0.000801411,9.3e-05
"TGOLN2",0.014012419,0.005283467,0.009674985,0.036558508,0.003671254
"THBD",0,0.0009298,0.003645337,0.037581274,0.000382348
"THBS1",0.013417533,0.039311008,0.008292175,0.015475176,0.001217184
"THSD7A",7.62e-05,7.78e-05,1.66e-05,1.48e-06,3.15e-06
"THSD7B",0,0,0,0,0
"THY1",0,0,1.91e-05,0.000105542,0
"TIAM1",0.000100619,0.004633129,0.000361916,0.009865931,0.000819546
"TICAM2",0.006917274,0.038990886,0.029287527,0.004749423,0
"TIE1",0.000989675,0.001595855,0.001989894,0.000401471,0.000728971
"TIGIT",0,2.74e-05,0,5.7e-05,2.74e-05
"TIMD4",0.000107014,0,2.5e-05,0,0
"TJP1",0.005480075,0.015754736,0.004662417,0.007507132,0.00117853
