"","s161_P3_258","s217_P2_360","s220_P3_264","s243_P2_408","s259_P1_379","s282_P2_631","s284_P2_534","s295_P2_794","s306_P2_685","s364_P2_972","s732_P2_199"
"SLC26A2",0.000404857,0.00011363,0.000808144,0.000913201,0.000419307,0.00265388,0.000456641,0.000303682,0.007545,0.000137568,0.000151841
"SLC26A3",0,0,0,0,0,0,0,0,0,0,0
"SLC26A4",1.76e-06,0,2.63e-06,2.98e-06,7.43e-06,0,4.39e-06,0,4.96e-06,9.29e-06,0
"SLC26A5",0.000188206,2.81e-05,0,1.81e-05,0,0.000105324,0,0,2.57e-06,0,0
"SLC26A6",1.96e-05,5.88e-05,1.23e-05,1.78e-05,7.62e-05,5.79e-05,0.000149926,4.98e-05,6.42e-05,8.14e-05,5.62e-05
"SLC26A8",6.07e-06,3.57e-06,6.07e-06,7.04e-06,0,7.14e-06,6.07e-06,3.52e-06,0,4.42e-05,0
"SLC26A9",0.000208023,0.002703261,6.26e-05,0.003582555,8.83e-05,4.92e-05,0.016921702,5.43e-05,0,0.000146698,0.000300424
"SLC27A1",0.060734859,0.110519635,0.099063616,0.103813106,0.623582658,0.618065219,0.023860485,0.213170801,0.116215122,0.126061354,0.013553885
"SLC28A1",0,0.003947968,0.001906308,0,0.001926738,0.002819977,0.003812617,0.023258032,0.000481684,0,0
"SLC28A2",0.001742415,1.253037643,0.000871208,0.00288751,0.019072728,0.000759417,0.000580805,0.002165632,0,0.012632586,0.006135958
"SLC28A3",0.059539479,0.013087205,0.048275253,0.000780729,0.27755936,0.052348821,1.37906306,0.000780729,0,0.078354078,0.155368896
"SLC29A1",0.996649252,1.08872596,1.504260798,0.564981654,0.266872693,2.301490278,0.228785891,0.938059105,2.912166695,1.146966129,1.218770055
"SLC29A2",0.464287787,0.26796696,0.638985904,0.137534307,0.072102926,0.12230139,0.06452892,0.373738771,0.033183933,0.445156695,0.230701879
"SLC29A3",0.000189751,0.002368444,0.006885245,0.002014317,0.002153437,0.011437851,0.001138505,0.002343468,0.004238511,0.008989746,0.000729825
"SLC29A4",0.000365782,0.002816138,0.000441461,0.000155811,5.75e-05,0.00520605,0.00074417,0.001462848,0.000362688,0.000296338,0.000385188
"SLC2A1",3.372139237,1.162858901,12.79020826,0.774345233,3.541554878,4.496498141,2.326613264,1.497019271,7.393700834,7.49208208,1.241275664
"SLC2A10",0,0.014299118,1.801344918,0.527052654,0.594718726,1.680583224,0.08616278,0.006692732,0.245701313,0.276088401,0
"SLC2A11",0.167569735,0.123215343,0.218452976,0.129975321,0.048879732,0.57643204,0.13978733,0.166388687,0.050308972,0.028584805,0.098964903
"SLC2A12",0.144158498,0.079240721,0.39035211,0.041135045,0.09462222,0.110551167,0.055137236,0.155970378,0.000965533,0.026069387,0.010283761
"SLC2A13",0.107401646,0.175945322,0.014008997,0.12549027,0.11653391,0.350918571,0.34088627,0.635390318,0.111059162,0.564681092,0.239293993
"SLC2A14",0,0.00644555,0,0,0.00559832,0.072234636,0,0.030690651,0,0.001353747,0.004486432
"SLC2A2",0,0,0,0.000599849,0,0,0,0,0,0,0
"SLC2A3",0.007066734,0.016406583,0.000543595,0.0002316,0.026402081,0.814470942,0,0.595244114,0.010741286,0.051167065,1.107054269
"SLC2A4",0.000661528,0.002259933,0.000661528,0.007266905,0.007082333,0.011582158,0.000330764,0.005030934,0.000786926,0,0.002794964
"SLC2A5",0,0.002916201,0.020285001,0.0023557,0.005714611,0.006804469,0.001690464,0.005889249,0.007428995,0.001714383,0.0023557
"SLC2A6",0.002040723,0.044572216,0.06530315,0.008962746,0.082939606,0.093732748,0.022447958,0.013444119,0.051113943,0.080046364,0.001680515
"SLC2A7",0,0,0.000327104,0,0,0,0,0,0,0,0
"SLC2A8",0.109561919,0.027784197,0.044998913,0.024176419,0.036912243,0.223985776,0.084781213,0.044679904,0.029002147,0.103486111,0.060593601
"SLC2A9",0.005145824,0.002803455,0.005789052,0.003997312,0.162945226,0.059993936,0.001286456,0.002398387,0.001645917,0.010972779,0.001598925
"SLC30A1",0.485247655,0.393674454,0.841045871,0.304563106,0.446025849,0.947001583,2.190033069,2.29567026,0.7760426,0.689168206,0.925523059
"SLC30A10",0,0.001783335,0,0,0,0.000891667,0.010279907,0,0,0.000859202,0.003792493
"SLC30A2",0,0.000947138,0,0.016232801,0,0.002367846,0.002583944,0.005410934,0,0,0
"SLC30A5",0.812016478,0.90718311,0.703510634,0.430325793,0.830341399,1.611995333,1.011334241,0.672572131,0.549490632,1.099559247,0.591939209
"SLC30A8",0,0.005329966,0,0,0,0,0,0,0,0,0
"SLC31A1",0.791296416,0.389978531,0.448157201,0.314820391,2.536381792,2.067587262,0.805906451,3.509564262,1.415374967,1.983943859,1.669972662
"SLC31A2",0.000242781,0.00066339,0.000811583,4.32e-05,0.001452376,0.001959551,0.000437006,0.00038873,0.000403108,0.000385324,0.000568698
"SLC32A1",0,1.75e-07,0,0,0,0,0,0,2.09e-07,0,0
"SLC34A1",1.26e-05,0,1.26e-05,3.46e-05,7.17e-06,2.46e-06,1.01e-05,1.44e-05,0,4.66e-05,0
"SLC34A2",0.024467487,0.006635791,2.8e-06,0.005250701,0.001534547,4.42e-05,0.000766246,0.106461388,0,0.002705284,0.01056551
"SLC34A3",1.53e-06,0,1.23e-05,0,2.17e-06,0,1.53e-06,0,8.69e-06,0,0
"SLC35A5",0.524306269,0.187073066,0.225713246,0.128500221,0.1963324,0.390825429,0.315869092,0.534643158,0.2815735,0.718255884,0.70122262
"SLC35G2",0.071072064,0.001335964,0.076539146,0.063347795,0.001959803,0.017701517,0.135766778,0.003052906,0.016070383,0.141497761,0.007632264
"SLC35G5",0,0.00141908,0,0.0006052,0.000618494,0.008514482,0.001763762,0.0006052,0,0,0.0006052
"SLC36A1",0.253241485,0.010428246,0.128510605,0.134226461,0.205976154,0.215700031,0.174813164,0.130360225,0.545196104,0.183287199,0.044313999
"SLC36A2",0,0.000901689,0,0.000387878,0.004957677,0,0,0.000387878,0,0.000991535,0
"SLC36A4",0.428664202,0.094453152,0.209746433,0.238100932,0.088182539,0.564992913,0.39808962,0.230602315,0.747758536,0.541283064,0.211228023
"SLC38A1",4.387692222,0.873696514,2.076460317,1.78506646,3.533632326,3.980198752,2.877838886,2.247808886,2.803826683,6.730348326,2.716894232
"SLC38A11",0.000666499,0.021835884,0.000666499,0,0,0.005137855,0.000666499,0,0,0.000944931,0.023600767
"SLC38A2",1.85013006,1.011904769,1.72231922,3.689820549,4.130994988,5.283949431,1.070233833,8.809863442,8.326505823,3.514209747,2.826830918
"SLC38A3",0,0.00138921,0.00078259,0.001468928,0.000395488,0.056494534,0,0,0,0.000790977,0.000367232
"SLC38A4",0.031219767,0,0.023414826,0.000881881,0.029049585,0.121848302,0.00141908,0.268973768,0.006657197,0.509578139,0.000881881
"SLC38A5",0.244498065,0.046460125,0.678652364,0.000554317,0.273443393,0.002732916,0.023992801,0.001108635,0.016500366,0.016028914,0.001108635
"SLC38A6",0.07982167,0.099662414,0.09508857,0.129604155,0.125174343,0.096916543,0.109805312,0.125704366,0.171535456,0.137095772,0.109144393
"SLC38A7",0.547478491,0.160293937,0.292286587,0.341815472,0.282415217,0.372096621,0.541855325,0.766498355,0.201172967,0.193940913,0.252360328
"SLC39A1",1.544583011,2.062537808,2.260480899,0.856554754,1.316978015,4.66366769,2.126721798,1.777127795,1.188674784,2.639084133,1.390389354
"SLC39A10",0.613391737,0.284063748,0.942882569,0.494965663,0.48861119,1.808244584,1.648342274,1.872822102,1.442262466,1.080791249,0.753313594
"SLC39A12",0,0,0,0,0,0,0,0,0,0,0
"SLC39A14",0.264496773,0.159031873,0.439980209,0.128008439,0.158663015,0.550998666,0.576678627,0.219724694,0.665721757,1.049837853,0.058725218
"SLC39A2",0,0.002289679,0,0.000333991,0.180413702,0.014501302,0.000783921,0,0.00091118,0,0
"SLC39A4",0.337860585,0.655017181,0.657390812,0.053611361,0.15037467,0.142818463,0.231135162,1.265662813,0,0.498847709,0.404983846
"SLC39A5",0,1.41e-06,1.63e-06,1.7e-05,3.31e-06,0,3.59e-05,6.82e-06,1.65e-06,1.65e-06,0
"SLC39A6",0.859158744,0.515932958,1.492874233,0.949759345,1.932354193,3.441319194,1.046799014,0.4771437,5.145363217,1.480203776,0.574797978
"SLC39A8",1.083948015,0.523188931,0.228318924,0.796014637,0.336369669,0.732057054,0.292431728,3.891725378,1.210932753,2.573567069,2.146206277
"SLC39A9",1.084947551,0.681185933,1.303262393,0.556413182,0.82503745,1.304935836,3.374054994,0.608743399,1.11335225,0.62874572,0.756835361
"SLC3A1",0.000724478,0.000631515,0.003622389,0.005402683,0.000617941,0,0.043468671,0,0.001235881,0.001853822,0
"SLC3A2",6.811055088,1.266820609,1.976787799,1.369626263,2.052565699,1.159212027,12.41849038,1.463701995,1.124383766,2.281220162,1.127026406
"SLC40A1",0.173928287,0.648387817,0.095366364,0.369419777,0.940089836,0.54806613,0.040475259,0.713038399,0.002595141,0.386675364,1.953672197
"SLC41A1",0.620981549,0.329721311,0.594693433,0.509040564,0.258513645,0.527292414,0.587193762,1.074263958,0.232630227,0.360078788,0.435786562
"SLC41A2",0.315467993,0.239667874,0.152365102,0.247011908,0.088919282,0.408903957,0.426809637,0.411686514,0.045864098,0.474266436,0.104746639
"SLC41A3",0.503554169,0.281687447,0.276911581,0.028444385,0.218327209,0.459781319,0.500026645,0.102883947,0.174415359,0.450882258,0.286864653
"SLC43A1",0.019429679,0.425203783,0.008000456,0.003888268,0.006198367,0.118962831,0,0.078251394,0.072125889,0.167919398,0.083597763
"SLC43A2",0.476421494,0.247596425,0.475628746,0.1723896,0.58568831,0.350668007,0.626072512,0.462109659,0.258491637,0.351004433,0.437013535
"SLC43A3",5.465774676,4.058736627,3.522914594,0.309828802,0.275470723,1.766457484,0.002959449,0.990228233,0.731349094,2.53988254,1.906884089
"SLC44A1",0.985898837,0.478999526,0.88217625,0.463232021,2.139679494,1.693817843,4.08685506,2.315903636,0.435667737,1.773190738,1.056679312
"SLC44A2",0.912585522,3.140876958,3.232301154,0.554488193,2.940027661,12.01643345,2.460839159,3.004499932,2.258716025,1.734668335,0.870821065
"SLC44A3",0.155736314,0.234201921,0.787859827,0.17524474,0.224968137,0.492028045,0.788889246,0.697598598,0.587747058,0.818605622,0.121149901
"SLC44A5",0.12919109,1.680881312,0.643425061,0.52646323,0.34162723,1.975458499,0.988886093,0,0,0.005202445,0.268145272
"SLC45A1",0.000792261,0.000771346,0.003169043,0,0.000920874,0.005399421,0,0.041857141,0.003683495,0.028547085,0.004725616
"SLC45A2",0,0.000399696,0,0.007118237,0.000371139,0.001598783,0,0.011863728,0,0,0
"SLC45A4",0.384934178,0.582293491,0.936169225,0.323306028,0.391560312,0.522108567,1.689894768,1.570349471,0.107914966,0.666989379,1.549685762
"SLC46A1",0.339539536,0.06556786,0.273556144,0.247910961,0.298184762,0.525205181,0.162172743,0.891855156,0.267976502,0.626577784,0.005094061
"SLC46A2",0,3.25e-06,1.75e-06,0,0,1.2e-06,0,1.99e-06,0,0,0.000222229
"SLC46A3",0,2.06e-05,7.04e-07,3.27e-05,6.29e-05,6.66e-06,0.00155891,0,6.63e-05,0,1.58e-05
"SLC47A1",1.43e-06,1.24e-06,0,0,2.55e-05,2.61e-05,1.43e-06,8.68e-05,1.58e-05,0,5.32e-06
"SLC47A2",0,0,0,1.5e-07,7.64e-07,2.95e-07,1.85e-06,0,0,0,2.99e-07
"SLC4A1",0,0,0,0,0.000112636,0,0,0,0,0,0
"SLC4A10",1.09e-05,0,0,5.88e-05,6.88e-06,2.33e-05,0,0,0,4.13e-05,5.88e-06
"SLC4A11",0.003381832,2.98e-05,0.003339018,0.000584639,0.00230875,4.35e-05,0.00325181,1.06e-06,0.000732781,0.000186172,8.47e-05
"SLC4A2",0.021640599,0.006709104,0.033844775,0.010423187,0.00979271,0.010540049,0.029293443,0.017962954,0.017588315,0.017038074,0.006126524
"SLC4A4",0.001329647,0.000702256,0.000169277,0.001577606,0.000999492,0.000697181,0.002828571,0.005806753,3.24e-05,0.017847494,0.00062978
"SLC4A7",0.001431923,0.00059108,0.000408806,0.00035098,0.001635988,0.001799746,5.75e-05,0.000440648,0.001009442,0.002926577,0.000315115
"SLC4A8",3.08e-05,0.000384732,0.000626027,0.000276155,6.31e-05,0.003107258,1.54e-06,9.1e-05,0.000111735,0.000101217,0.000725021
"SLC51A",6.52e-06,0,1.96e-05,0,0.000139547,0.000600132,2.61e-05,0.001242532,5.58e-05,0.000102335,0
"SLC51B",0,2.89e-05,0,0,0,0,0.000295933,2.92e-05,0,8.49e-06,0
"SLC52A1",0.001096891,0.000521033,0.000308983,0.000458,0.000197128,0.00017864,0.000293534,0.004707226,0,0.00083234,3.82e-05
"SLC52A2",0.000790156,0.001197261,0.001344762,0.000629723,0.00089832,0.00076181,0.000567211,0.005996334,0.000807235,0.002693035,0.002005234
"SLC52A3",0.001157301,0.001114662,0.003007918,0.000523246,0.001635028,0.000784762,0.003928065,0.000499458,0.000990406,0.001558182,0.000769009
"SLC5A1",8.29e-06,3.61e-05,0,0.00440186,0.000410322,0.000469952,0.000688536,0,0,0,0
"SLC5A10",0,0,0,4.81e-06,0,0,4.95e-06,2.4e-06,0,0,0
"SLC5A11",2.06e-05,2.5e-05,0,1.18e-05,0.000112561,0,6.87e-06,1.18e-05,0,0.000659287,1.18e-05
"SLC5A12",0,5.85e-05,0.001022136,0.000160531,0.000247326,0.000901529,0,0,1.37e-05,0.000123663,0
"SLC5A2",6.26e-06,0.000307891,1.88e-05,2.25e-06,7.9e-06,1.33e-05,1.67e-05,2.02e-05,1.84e-05,0,1.13e-05
"SLC5A3",0.018672866,0.017066002,0.031430174,0.00284685,0.005188835,0.020112051,0.009810806,0.149556064,0.048366087,0.015284908,0.019736669
"SLC5A4",0,0,0,9.26e-06,0,0,0,1.85e-05,0,0,0
"SLC5A5",0,1.21e-06,3.46e-07,2.59e-06,4.88e-07,0,0,9.41e-07,0,1.95e-06,0
"SLC5A6",0.00032526,0.000471297,0.000443781,0.000173905,0.000173532,0.000696839,0.000589035,0.000329962,8.35e-05,0.0004972,0.000244382
"SLC5A7",2.56e-05,0,0.00012157,9.36e-06,0,1.49e-06,4.8e-06,3.18e-05,3.17e-06,6.33e-06,0
"SLC5A8",0,1.91e-06,0,0,2.57e-06,7.66e-06,0,0,0,0,0
"SLC5A9",0,6.29e-06,0,6.2e-07,5.18e-06,6.29e-07,4.81e-06,0,0,0,0
"SLC6A1",0,2.92e-06,1.99e-06,0,0,0,0,0,0,0,2.06e-06
"SLC6A11",0,3.88e-06,1.14e-05,2.45e-05,4.74e-05,1.6e-05,0,0,7.07e-07,7.07e-07,0
"SLC6A12",0,2.07e-05,3.43e-06,0,0,1.09e-05,2.98e-05,0,0,3.48e-06,2.39e-06
"SLC6A13",0.000146305,0.000140978,0,0.000240961,0.002489294,0.000140978,0.000146305,0.00012048,0,0.000622272,0
"SLC6A14",0.0003655,6.7e-06,0.000133799,0.001342135,0.007908581,0.001129793,0.005666005,4.45e-06,5.59e-06,0.002449758,0.002296987
"SLC6A15",0,0,0,0,2.35e-05,1.45e-06,0,0,0,0.001788151,0
"SLC6A16",3.29e-06,2.87e-06,4.93e-06,2.86e-05,0,0.00014617,4.93e-06,2.86e-05,2.8e-06,2.8e-06,3.88e-05
"SLC6A17",0.000168087,6.89e-05,4.8e-05,0.000244655,0.000227898,0.000183803,0.00086445,1.17e-05,0.001426842,0.000376528,3.5e-05
"SLC6A18",0,0,0,0,8.09e-07,3.36e-06,0,0,0,0,0
"SLC6A19",0,0,0,0,2.64e-06,4.5e-06,6.14e-06,0,0,2.64e-06,0
"SLC6A2",0,3.57e-05,0,0,6.34e-05,6.37e-05,0,0,0,0,0
"SLC6A20",0.001151898,0.000490791,2.67e-05,2.03e-06,0.000134991,0.000366904,6.81e-05,8.74e-05,2.08e-06,0.000280365,0.000168667
"SLC6A3",5.55e-06,0.000366301,2.22e-05,0,0,0,0.000122182,3.78e-05,0,0.002827524,0.003827749
"SLC6A4",0,1.03e-05,0,4.02e-06,5.01e-05,0,0,0,8.34e-06,8.34e-06,0
"SLC6A5",0,0,0,0,0,0,0,0,0,0,0
"SLC6A6",0.018885621,0.004156313,0.00709011,0.00802938,0.018468865,0.008763978,0.021719649,0.002886641,0.010469622,0.027160513,0.004332014
"SLC6A7",2.05e-05,0,0,1.26e-05,3.36e-05,0,9.42e-05,1.67e-05,3.84e-05,7.68e-05,4.18e-06
"SLC6A8",0.000229839,0.000386547,0.000170982,0.000751161,0.006171716,0.002337286,0.005475263,0.000928165,0.002076837,0.003978129,0.001889563
"SLC6A9",6.82e-05,0.000179692,0.000131429,5.31e-05,5.72e-05,5.2e-05,7.84e-05,0.000298616,7.23e-05,0.000108082,6.21e-05
"SLC7A1",0.00511757,0.00305777,0.004408061,0.003592627,0.008991334,0.006390838,0.006725702,0.001051973,0.013600813,0.013170074,0.001432808
"SLC7A10",0,0.000114816,3.1e-05,6.99e-05,0.000287035,0.000317953,0,0.000873837,0,0.000811899,0.000681593
"SLC7A11",0.057779904,0.001027512,0.001720619,0.013686704,0.030432773,0.002414035,0.091177688,0.000130626,0.031532739,0.003337275,0.016270196
"SLC7A14",0,1.67e-06,0,0,0,3e-05,0,1.16e-05,0,0,0
"SLC7A2",6.56e-05,2.81e-05,0.000282659,4.14e-05,0.000127988,0.00368894,0.020107221,1.49e-05,3.09e-05,0.000935914,0.001003806
"SLC7A3",0,0,0,6.39e-07,0,3.13e-06,0,0,0,0,0
"SLC7A4",1.07e-06,1.02e-06,0,0,1.37e-05,9.22e-06,5.25e-05,4.15e-06,0,0,0
"SLC7A5",0.009113283,0.000444284,0.004194449,0.013665476,0.027067291,0.00771926,0.069325421,0.025367067,0.007402141,0.006974961,0.005100045
"SLC7A6",0.00031147,0.001495959,0.000281104,0.000438206,0.000369972,0.000442018,0.000133524,0.001452019,0.000923867,0.000397233,0.000284064
"SLC7A7",0.000590685,0.003891137,0.001019233,0.0023937,0.001301933,0.001456193,0.027935925,0.001300287,0.000925057,0.002306945,0.000551637
"SLC7A8",0.000101788,0.001899696,6.96e-05,0.00069181,0.002015522,0.000463646,9.38e-05,0.000400521,3.02e-05,0.000336303,7.46e-05
"SLC7A9",0,1.76e-06,2.96e-06,5.31e-06,2.59e-06,5.29e-06,6.65e-05,7.59e-07,1.94e-06,4.98e-05,2.28e-06
"SLC8A1",4.04e-05,4.27e-05,0.000145622,0.000145206,0.000366235,4.62e-05,4.6e-05,6.82e-05,1.3e-05,0.000693433,5.17e-05
"SLC8A2",4.18e-07,7.37e-07,2.09e-07,4.84e-07,3.04e-06,4.91e-07,0,6.54e-06,0,0,7.27e-07
"SLC8A3",0,0.000395712,0,7.82e-05,1.38e-05,0,1.08e-05,1.67e-05,0,1.38e-05,0
"SLC8B1",0.00067508,0.000621238,0.000388957,0.000155444,0.001096622,0.001154846,0.001194999,0.000291715,0.000627707,0.001692571,0.000154759
"SLC9A1",0.003130001,0.001740379,0.002711835,0.003839392,0.002370844,0.00299053,0.00243187,0.007711683,0.001710077,0.003214749,0.002130652
"SLC9A2",0,0.000227888,0,0.000231679,0.000257763,0.000114741,4.23e-05,0,0.00016952,2.32e-06,0
"SLC9A3",2.42e-06,0,0,0,3.69e-06,0,3.63e-06,0,0,1.23e-06,0
"SLC9A3R1",0.011023482,0.005722851,0.015505301,0.014878481,0.073798181,0.023722807,0.012061985,0.009195228,0.004394163,0.005344252,0.005253072
"SLC9A3R2",0.041296515,0.020685099,0.019338207,0.016487982,0.048319674,0.009547488,0.007113865,0.074987687,0.053059158,0.020284578,0.020781781
"SLC9A4",0,5.64e-05,0,6.39e-06,5.5e-05,1.34e-05,4.54e-06,0,1.6e-05,4.58e-06,0
"SLC9A6",0.007213485,0.00131106,0.003438219,0.000730063,0.001893997,0.002400929,0.002252925,0.004200918,0.002445864,0.00236282,0.00178641
"SLC9A7",0.007562801,0.003178493,0.00812127,0.003285798,0.00630985,0.004072979,0.000996025,0.021852648,0.013833967,0.016615331,0.005128463
"SLC9A9",4.87e-05,6.61e-05,1.22e-05,4.81e-05,0.000187921,0.000962781,3.65e-05,0.000612242,6.41e-06,0.000151618,3.34e-05
"SLC9B2",1.06e-05,0,4.03e-06,0,3.19e-06,1.56e-05,6.72e-06,1.97e-07,1.95e-05,3.76e-05,7.88e-07
"SLCO1A2",0,0,0,0,4.91e-05,1.59e-05,6.76e-06,0,0,0.000474768,0
"SLCO1B1",9.73e-06,0,0,0,1.39e-06,0,0.001497604,0,0,1.39e-05,0
"SLCO1B3",0.003298605,3.08e-06,1.58e-06,2.02e-05,0.000179696,0,0.001706847,0,3.67e-06,0.002617696,1.35e-06
"SLCO1C1",0,0,0,1.68e-07,0,0,1.49e-06,0,7.9e-08,0,0
"SLCO2A1",3.12e-05,0.002265974,1.2e-05,0.000457238,0.000701817,0.003138796,0.000112847,2.2e-05,4.45e-05,0.019691784,0.001985957
"SLCO2B1",0,2.09e-05,0,0,1.23e-05,0,0.000109292,0,0,0,0
"SLCO3A1",0.000825544,0.001947449,0.000824632,0.000123809,0.001993326,0.001029915,7.84e-05,0.001069316,0.000625256,0.001027025,0.000114056
"SLCO4A1",0.000167245,9.18e-05,0.000372732,9.74e-05,7.46e-05,0.000197471,0.000210585,0.000340812,0.000904192,2.56e-05,2.78e-06
"SLCO4C1",0.000885561,0.000856653,0.000107995,0.001369109,0.000690856,0.006410775,0,0,0,0.000617165,0.003556999
"SLCO5A1",0.007017044,0,8.96e-05,0.003201048,1.23e-05,0.013268248,0.000179124,0,1.23e-05,0.003350799,1.45e-05
"SLCO6A1",0,5.39e-07,7.11e-06,0,0,0,0,3.82e-06,0,2.6e-06,0
"SLITRK1",0.000413748,0,0,0,0,0,1.19e-05,0,0,2.71e-05,0
"SLITRK2",3.37e-06,3.23e-06,0,4.91e-06,4.17e-06,6.45e-06,6.75e-06,4.91e-06,0,6.96e-06,1.64e-06
"SLITRK3",0,0,0,0,0,0,0,0,0,3.07e-05,0
"SLITRK4",0,0,0,3.98e-06,4.67e-06,1.24e-06,6.79e-06,0,5.84e-07,0,0
"SLITRK5",1.43e-06,2.35e-07,1.1e-07,4.74e-06,7.5e-06,1.41e-06,1.1e-07,0,1.29e-05,4.3e-06,6.49e-05
"SLITRK6",0.000620475,5.49e-05,0,0.000908661,0.003656186,0.019771004,6.23e-05,0,0.003619516,5.41e-05,0.000368761
"SMAGP",0.002534895,0.001248454,0.000999854,0.001280868,0.002102715,0.002779112,0.001916728,0.0025935,0.001354083,0.003857705,0.005840478
"SMAP1",0.00163372,0.002142938,0.002482053,0.001215354,0.001378496,0.002671908,0.003255185,0.00172288,0.001681712,0.001408192,0.000686743
"SMIM1",1.49e-05,3.54e-05,2.24e-05,3.9e-05,9.47e-06,1.61e-05,0,0.000261472,1.51e-05,7.57e-06,6.57e-05
"SMO",0.000286178,0.000283644,0.000277883,0.000870959,0.001224603,0.005763674,0.001356237,0.000185008,8.44e-05,0.001230421,0.000170776
"SMPD1",0.001482547,0.001668918,0.001076373,0.001652659,0.003683812,0.001416336,0.000379099,0.001930084,0.006342761,0.002163396,0.001274664
"SMPDL3B",0.000365023,0.000581449,0.00041104,0.00027364,4.39e-05,0.000477532,0.000227725,0.00103375,3.38e-06,0.000204999,0.000504073
"SNAP23",0.000985585,0.001024426,0.0013144,0.000992999,0.001461589,0.001507693,0.001895791,0.002928839,0.00331552,0.001421247,0.001530156
"SNAP29",0.000438181,0.000247776,0.000765769,0.001476569,0.001416779,0.001833742,0.000639258,0.004358223,0.001492668,0.000878786,0.001764603
"SNCA",0,2.02e-06,0,2.37e-06,0.000206552,0.000137694,0,0,0,0,4.74e-06
"SNTG2",0,0,0,0,0,8.58e-08,7.31e-08,0,0,1.67e-07,0
"SNX9",0.015030792,0.004132503,0.023118176,0.008773374,0.004052634,0.044064195,0.024867845,0.008718933,0.012688603,0.0215658,0.006737483
"SORBS1",0.003144182,0.005258191,0.001145597,0.001776874,0.00209642,0.001429055,0.000554123,0.002985316,0.000218155,0.004150486,0.006836989
"SORCS1",0,1.23e-05,0,7.24e-06,9e-05,0,0,0,0,1.8e-05,0.00174453
"SORCS2",0.000579,0.000407416,9.52e-05,0.000525514,0.0018852,0.000160995,7.62e-05,0.000143322,6.57e-05,0.000104304,0.004474828
"SORCS3",0,0,6.44e-06,5.3e-06,6.39e-05,0,0,0,0.00053884,0,0
"SORL1",0.00263896,0.003899029,0.003354846,0.001100955,0.003246111,0.008121559,8.62e-05,0.003150706,0.007116198,0.000951572,0.005483794
"SORT1",0.003206496,0.004023683,0.00366295,0.001697159,0.003865955,0.009027022,0.000664294,0.011817935,0.000251825,0.001761791,0.005603096
"SPAM1",0,0,0,0,0,0,0,0,0,0,0
"SPG11",0.001319221,0.001245156,0.001747923,0.002090785,0.003370193,0.001903674,0.003447862,0.007577408,0.003570922,0.003495019,0.004286151
"SPHK1",0.000248736,0,0.00013991,0.000101822,0.000295089,6.32e-05,0.000520791,0.000284729,0.000288672,0.000246977,5.47e-05
"SPINT1",0.00148259,0.002973842,0.002030961,0.000999767,0.006015853,0.008965773,0.008611783,0.006517752,0.000984346,0.005136138,0.002367265
"SPINT2",0.003372826,0.002684476,0.003907437,0.001653736,0.002960382,0.00801266,0.003395985,0.004428406,0.001268097,0.010418402,0.002856377
"SPN",0,0.000292321,1.06e-05,1.08e-05,0,0.000169239,0,3.24e-05,0,0,0
"SPNS3",0.000437905,6.99e-05,0.000215363,6.12e-06,8.34e-05,0,1.44e-05,1.22e-05,5.01e-05,1.67e-05,6.12e-06
"SPPL2A",0.000942538,0.002772971,0.000959194,0.000458079,0.001104951,0.005052811,0.003390162,0.002538349,0.001092122,0.000758214,0.001144277
"SPPL2B",0.001476657,0.000715558,0.001704793,0.001014905,0.001164916,0.001393768,0.00354086,0.001612568,0.001846116,0.001629617,0.001302464
"SPPL3",0.008038565,0.005460279,0.008612177,0.00233925,0.002333665,0.022554323,0.004019843,0.007295775,0.001383316,0.004544793,0.002679259
"SPRN",0,0,3.64e-05,1.03e-05,2.83e-05,9.44e-05,1.21e-05,0,0,0.000338243,0
"SRC",0.001473535,0.000726787,0.002330808,0.001309452,0.002099858,0.00283645,0.001788054,0.00637205,0.000501597,0.002604541,0.001300128
"SRD5A3",0.000615276,6.41e-05,0.000588936,0.000308776,0.000358404,0.000364362,0.000755925,0.000191936,0.00010825,0.000195183,0.000243243
"SSH1",0.00513633,0.000437789,0.002681094,0.000530982,0.001333789,0.003248875,0.002341273,0.002240687,0.000840243,0.002019571,0.000368688
"SSPN",0.001844862,0.000109863,0.001715716,0.001042691,0.001693564,0.001208493,0.000476762,0.000100743,0.001568007,0.000108038,2.52e-06
"SSTR1",0,0,0,4.02e-06,0,0,0.000698808,0,0,1.88e-06,0
"SSTR2",8.49e-06,1.25e-05,0.000531418,1.62e-06,0,0.000167525,1.41e-06,3.25e-06,0,0.00026852,8.12e-06
"SSTR3",0,0,1.95e-05,0,0,2.81e-06,0,0,0,8.26e-07,0
"SSTR4",0,4.91e-06,0,0,1.44e-05,0,0,0,0,0,0
"SSTR5",0,0,0,0.001239131,7.41e-05,0,0,0,0,0,0
"ST14",0.161166541,0.062643872,0.10792286,0.012207889,0.027012216,0.141829056,0.101960784,0.060011717,0.002760969,0.075580219,0.029484743
"ST3GAL5",0.001425208,0.006021261,0.000937464,0.019380308,0.001015777,0.008460504,3.17e-05,0.009043195,0.000211988,0.000154173,0.00789128
"ST6GALNAC3",6.97e-07,1.69e-06,6.97e-07,0.000420166,1.63e-06,6.6e-05,0,0,0,8.16e-07,1.2e-06
