,tissueType,cellName,CellMarker,shortName,type
3182,Intestine,Myeloid cells,AC010492.4,,other
3183,Intestine,Myeloid cells,P2RY13,,other
3184,Intestine,Myeloid cells,LILRB2,,other
3185,Intestine,Myeloid cells,LILRB5,,other
3186,Intestine,Myeloid cells,IL1B,,other
3187,Intestine,Myeloid cells,C1QB,,other
3188,Intestine,Myeloid cells,CD163,,other
3189,Intestine,Myeloid cells,C1QC,,other
3190,Intestine,Myeloid cells,DNASE1L3,,other
3191,Intestine,Lymphoid cells,IL17A,,other
3192,Intestine,Lymphoid cells,ICOS,,other
3193,Intestine,Lymphoid cells,SH2D1A,,other
3194,Intestine,Lymphoid cells,GZMK,,other
3195,Intestine,Lymphoid cells,RP11-553L6.2,,other
3196,Intestine,Lymphoid cells,TRGC1,,other
3197,Intestine,Lymphoid cells,RP11-104L21.3,,other
3198,Intestine,Lymphoid cells,TRDC,,other
3199,Intestine,Lymphoid cells,GZMA,,other
3200,Intestine,Lymphoid cells,VPREB1,,other
3201,Intestine,Lymphoid cells,CCR4,,other
3202,Intestine,Lymphoid cells,LTA,,other
3203,Intestine,Lymphoid cells,NCR2,,other
3204,Intestine,Lymphoid cells,CD247,,other
3205,Intestine,Lymphoid cells,RP11-94L15.2,,other
3206,Intestine,Intestinal epithelial cells,UNC5CL,,other
3207,Intestine,Intestinal epithelial cells,C1orf177,,other
3208,Intestine,Intestinal epithelial cells,TRIM31,,other
3209,Intestine,Intestinal epithelial cells,LINC00955,,other
3210,Intestine,Intestinal epithelial cells,RP3-417L20.4,,other
3211,Intestine,Intestinal epithelial cells,HMGN1P20,,other
3212,Intestine,Intestinal epithelial cells,ALPI,,other
3213,Intestine,Intestinal epithelial cells,RP11-395B7.2,,other
3214,Intestine,Intestinal epithelial cells,EGFR-AS1,,other
3215,Intestine,Intestinal epithelial cells,RP11-462G2.1,,other
3216,Intestine,Intestinal epithelial cells,DEFB1,,other
3217,Intestine,Intestinal epithelial cells,CA7,,other
3218,Intestine,Intestinal epithelial cells,RP11-468N14.13,,other
3219,Intestine,Intestinal epithelial cells,ARL14,,other
3220,Intestine,Intestinal epithelial cells,AC024592.9,,other
3221,Intestine,ENS glia,SERPINA3,,other
3222,Intestine,ENS glia,RLBP1,,other
3223,Intestine,ENS glia,GPR12,,other
3224,Intestine,ENS glia,RP4-792G4.2,,other
3225,Intestine,ENS glia,CDH19,,other
3226,Intestine,ENS glia,COL20A1,,other
3227,Intestine,ENS glia,SOX10,,other
3228,Intestine,ENS glia,PLP1,,other
3229,Intestine,ENS glia,SOX2,,other
3230,Intestine,ENS glia,FOXD3,,other
3231,Intestine,ENS glia,MPZ,,other
3232,Intestine,ENS glia,BCAN,,other
3233,Intestine,ENS glia,TFAP2A,,other
3234,Intestine,ENS glia,SOX2-OT,,other
3235,Intestine,ENS glia,PTPRZ1,,other
3236,Intestine,ENS neurons,PDIA2,,other
3237,Intestine,ENS neurons,RP11-672L10.2,,other
3238,Intestine,ENS neurons,GRP,,other
3239,Intestine,ENS neurons,DRGX,,other
3240,Intestine,ENS neurons,GCGR,,other
3241,Intestine,ENS neurons,SLC18A3,,other
3242,Intestine,ENS neurons,PHOX2A,,other
3243,Intestine,ENS neurons,HECW1-IT1,,other
3244,Intestine,ENS neurons,RP11-202H2.1,,other
3245,Intestine,ENS neurons,IQCJ,,other
3246,Intestine,ENS neurons,STMN4,,other
3247,Intestine,ENS neurons,TTC9B,,other
3248,Intestine,ENS neurons,GAL,,other
3249,Intestine,ENS neurons,CEND1,,other
3250,Intestine,ENS neurons,NEFL,,other
3251,Intestine,Vascular endothelial cells,SOX17,,other
3252,Intestine,Vascular endothelial cells,GPIHBP1,,other
3253,Intestine,Vascular endothelial cells,PRND,,other
3254,Intestine,Vascular endothelial cells,CLEC3B,,other
3255,Intestine,Vascular endothelial cells,FLT1,,other
3256,Intestine,Vascular endothelial cells,MMRN2,,other
3257,Intestine,Vascular endothelial cells,BTNL9,,other
3258,Intestine,Vascular endothelial cells,APLNR,,other
3259,Intestine,Vascular endothelial cells,LHX6,,other
3260,Intestine,Vascular endothelial cells,NOTCH4,,other
3261,Intestine,Vascular endothelial cells,RP11-3K16.2,,other
3262,Intestine,Vascular endothelial cells,ESAM,,other
3263,Intestine,Vascular endothelial cells,RP11-328D5.1,,other
3264,Intestine,Vascular endothelial cells,ESM1,,other
3265,Intestine,Vascular endothelial cells,GJA5,,other
3266,Intestine,Stromal cells,RP11-13P5.2,,other
3267,Intestine,Stromal cells,MSC,,other
3268,Intestine,Stromal cells,RP1-283K11.3,,other
3269,Intestine,Stromal cells,RP5-1077H22.1,,other
3270,Intestine,Stromal cells,CTD-2541J13.1,,other
3271,Intestine,Stromal cells,AC002511.2,,other
3272,Intestine,Stromal cells,AC002511.3,,other
3273,Intestine,Stromal cells,MMP27,,other
3274,Intestine,Stromal cells,CTD-2334D19.1,,other
3275,Intestine,Stromal cells,CXCL14,,other
3276,Intestine,Stromal cells,FZD10,,other
3277,Intestine,Stromal cells,PDGFRA,,other
3278,Intestine,Stromal cells,AC003090.1,,other
3279,Intestine,Stromal cells,RP1-288H2.4,,other
3280,Intestine,Stromal cells,ITGA11,,other
3281,Intestine,Mesothelial cells,AP000705.7,,other
3282,Intestine,Mesothelial cells,HAS1,,other
3283,Intestine,Mesothelial cells,TNNT1,,other
3284,Intestine,Mesothelial cells,BNC1,,other
3285,Intestine,Mesothelial cells,DSC3,,other
3286,Intestine,Mesothelial cells,WT1,,other
3287,Intestine,Mesothelial cells,WNT10A,,other
3288,Intestine,Mesothelial cells,C21orf62,,other
3289,Intestine,Mesothelial cells,PTPRQ,,other
3290,Intestine,Mesothelial cells,CEMP1,,other
3291,Intestine,Mesothelial cells,C3,,other
3292,Intestine,Mesothelial cells,CRB2,,other
3293,Intestine,Mesothelial cells,KLK11,,other
3294,Intestine,Mesothelial cells,PHYHIP,,other
3295,Intestine,Mesothelial cells,TGM1,,other
3296,Intestine,Lymphatic endothelial cells,RP11-474N8.5,,other
3297,Intestine,Lymphatic endothelial cells,TBX1,,other
3298,Intestine,Lymphatic endothelial cells,STAB2,,other
3299,Intestine,Lymphatic endothelial cells,CCL21,,other
3300,Intestine,Lymphatic endothelial cells,LINC00636,,other
3301,Intestine,Lymphatic endothelial cells,TSPEAR,,other
3302,Intestine,Lymphatic endothelial cells,ART5,,other
3303,Intestine,Lymphatic endothelial cells,CTC-236F12.4,,other
3304,Intestine,Lymphatic endothelial cells,GPR1,,other
