,tissueType,cellName,CellMarker,shortName,type
84,Immune system,Memory B cells,SSR4,Memory B,B_cell
85,Immune system,Memory B cells,FKBP11,Memory B,B_cell
86,Immune system,Memory B cells,SEC11C,Memory B,B_cell
87,Immune system,Memory B cells,DERL3,Memory B,B_cell
88,Immune system,Memory B cells,PRDX4,Memory B,B_cell
89,Immune system,Memory B cells,IGLL5,Memory B,B_cell
90,Immune system,Memory B cells,CD79B,Memory B,B_cell
91,Immune system,Memory B cells,TCL1A,Memory B,B_cell
92,Immune system,Memory B cells,IGLL5,Memory B,B_cell
93,Immune system,Memory B cells,HLA-DQA1,Memory B,B_cell
94,Immune system,Memory B cells,HLA-DQB1,Memory B,B_cell
95,Immune system,Memory B cells,CD138,Memory B,B_cell
96,Immune system,Memory B cells,CD38,Memory B,B_cell
97,Immune system,Memory B cells,CD27,Memory B,B_cell
98,Immune system,Memory B cells,VPREB3,Memory B,B_cell
99,Immune system,Memory B cells,IGLL5,Memory B,B_cell
100,Immune system,Plasma B cells,CD27,Plasma B,B_cell
101,Immune system,Plasma B cells,IgD,Plasma B,B_cell
102,Immune system,Plasma B cells,CD38,Plasma B,B_cell
103,Immune system,Plasma B cells,CD24,Plasma B,B_cell
104,Immune system,Plasma B cells,CD20,Plasma B,B_cell
105,Immune system,Plasma B cells,MS4A1,Plasma B,B_cell
106,Immune system,Plasma B cells,PTPRC,Plasma B,B_cell
107,Immune system,Plasma B cells,PAX5,Plasma B,B_cell
108,Immune system,Plasma B cells,CD24,Plasma B,B_cell
109,Immune system,Plasma B cells,CD38,Plasma B,B_cell
110,Immune system,Plasma B cells,CD79A,Plasma B,B_cell
111,Immune system,Plasma B cells,JCHAIN,Plasma B,B_cell
112,Immune system,Plasma B cells,SSR4,Plasma B,B_cell
113,Immune system,Plasma B cells,FKBP11,Plasma B,B_cell
114,Immune system,Plasma B cells,SEC11C,Plasma B,B_cell
115,Immune system,Plasma B cells,DERL3,Plasma B,B_cell
116,Immune system,Plasma B cells,PRDX4,Plasma B,B_cell
117,Immune system,Plasma B cells,IGLL5,Plasma B,B_cell
118,Immune system,Plasma B cells,CD79B,Plasma B,B_cell
119,Immune system,Plasma B cells,TCL1A,Plasma B,B_cell
120,Immune system,Plasma B cells,IGLL5,Plasma B,B_cell
121,Immune system,Plasma B cells,HLA-DQA1,Plasma B,B_cell
122,Immune system,Plasma B cells,HLA-DQB1,Plasma B,B_cell
123,Immune system,Plasma B cells,CD138,Plasma B,B_cell
124,Immune system,Plasma B cells,CD38,Plasma B,B_cell
125,Immune system,Plasma B cells,VPREB3,Plasma B,B_cell
126,Immune system,Plasma B cells,IGLL5,Plasma B,B_cell
127,Immune system,Naive CD8+ T cells,CD8,Naive CD8+ T,T_cell
128,Immune system,Naive CD8+ T cells,CD2,Naive CD8+ T,T_cell
129,Immune system,Naive CD8+ T cells,CD3D,Naive CD8+ T,T_cell
130,Immune system,Naive CD8+ T cells,CD3E,Naive CD8+ T,T_cell
131,Immune system,Naive CD8+ T cells,CD3G,Naive CD8+ T,T_cell
132,Immune system,Naive CD8+ T cells,CD3Z,Naive CD8+ T,T_cell
133,Immune system,Naive CD8+ T cells,CD45RA,Naive CD8+ T,T_cell
134,Immune system,Naive CD8+ T cells,CD62L,Naive CD8+ T,T_cell
135,Immune system,Naive CD8+ T cells,CD27,Naive CD8+ T,T_cell
136,Immune system,Naive CD8+ T cells,CD127,Naive CD8+ T,T_cell
137,Immune system,Naive CD8+ T cells,FOXP3,Naive CD8+ T,T_cell
138,Immune system,Naive CD8+ T cells,CCR7,Naive CD8+ T,T_cell
139,Immune system,Naive CD8+ T cells,CD45,Naive CD8+ T,T_cell
140,Immune system,Naive CD8+ T cells,CD8A,Naive CD8+ T,T_cell
141,Immune system,Naive CD8+ T cells,CD8B,Naive CD8+ T,T_cell
142,Immune system,Naive CD8+ T cells,CCR6,Naive CD8+ T,T_cell
143,Immune system,Naive CD8+ T cells,CD11b,Naive CD8+ T,T_cell
144,Immune system,Naive CD8+ T cells,CD30,Naive CD8+ T,T_cell
145,Immune system,Naive CD8+ T cells,CD6,Naive CD8+ T,T_cell
146,Immune system,Naive CD8+ T cells,CTLA4,Naive CD8+ T,T_cell
147,Immune system,Naive CD8+ T cells,IL2RA,Naive CD8+ T,T_cell
148,Immune system,Naive CD8+ T cells,GZMB,Naive CD8+ T,T_cell
149,Immune system,Naive CD8+ T cells,PTPRC,Naive CD8+ T,T_cell
150,Immune system,Naive CD8+ T cells,SELL,Naive CD8+ T,T_cell
151,Immune system,Naive CD8+ T cells,CCR7,Naive CD8+ T,T_cell
152,Immune system,Naive CD8+ T cells,GNLY,Naive CD8+ T,T_cell
153,Immune system,Naive CD8+ T cells,Trac,Naive CD8+ T,T_cell
154,Immune system,Naive CD8+ T cells,Ltb,Naive CD8+ T,T_cell
155,Immune system,Naive CD8+ T cells,Cd52,Naive CD8+ T,T_cell
156,Immune system,Naive CD8+ T cells,Trbc2,Naive CD8+ T,T_cell
157,Immune system,Naive CD8+ T cells,Shisa5,Naive CD8+ T,T_cell
158,Immune system,Naive CD8+ T cells,Lck,Naive CD8+ T,T_cell
159,Immune system,Naive CD8+ T cells,Thy1,Naive CD8+ T,T_cell
160,Immune system,Naive CD8+ T cells,Dapl1,Naive CD8+ T,T_cell
161,Immune system,Naive CD4+ T cells,CD4,Naive CD4+ T,T_cell
162,Immune system,Naive CD4+ T cells,CD2,Naive CD4+ T,T_cell
163,Immune system,Naive CD4+ T cells,CD3D,Naive CD4+ T,T_cell
164,Immune system,Naive CD4+ T cells,CD3E,Naive CD4+ T,T_cell
165,Immune system,Naive CD4+ T cells,CD3G,Naive CD4+ T,T_cell
166,Immune system,Naive CD4+ T cells,CD3Z,Naive CD4+ T,T_cell
167,Immune system,Naive CD4+ T cells,CD45RA,Naive CD4+ T,T_cell
168,Immune system,Naive CD4+ T cells,CD62L,Naive CD4+ T,T_cell
169,Immune system,Naive CD4+ T cells,CD27,Naive CD4+ T,T_cell
170,Immune system,Naive CD4+ T cells,CD127,Naive CD4+ T,T_cell
171,Immune system,Naive CD4+ T cells,FOXP3,Naive CD4+ T,T_cell
172,Immune system,Naive CD4+ T cells,CCR7,Naive CD4+ T,T_cell
173,Immune system,Naive CD4+ T cells,CD45,Naive CD4+ T,T_cell
174,Immune system,Naive CD4+ T cells,CCR6,Naive CD4+ T,T_cell
175,Immune system,Naive CD4+ T cells,CD11b,Naive CD4+ T,T_cell
176,Immune system,Naive CD4+ T cells,CD30,Naive CD4+ T,T_cell
177,Immune system,Naive CD4+ T cells,CD6,Naive CD4+ T,T_cell
178,Immune system,Naive CD4+ T cells,CTLA4,Naive CD4+ T,T_cell
179,Immune system,Naive CD4+ T cells,IL2RA,Naive CD4+ T,T_cell
180,Immune system,Naive CD4+ T cells,GZMB,Naive CD4+ T,T_cell
181,Immune system,Naive CD4+ T cells,PTPRC,Naive CD4+ T,T_cell
182,Immune system,Naive CD4+ T cells,SELL,Naive CD4+ T,T_cell
183,Immune system,Naive CD4+ T cells,CCR7,Naive CD4+ T,T_cell
184,Immune system,Naive CD4+ T cells,Trac,Naive CD4+ T,T_cell
185,Immune system,Naive CD4+ T cells,Ltb,Naive CD4+ T,T_cell
186,Immune system,Naive CD4+ T cells,Cd52,Naive CD4+ T,T_cell
187,Immune system,Naive CD4+ T cells,Trbc2,Naive CD4+ T,T_cell
188,Immune system,Naive CD4+ T cells,Shisa5,Naive CD4+ T,T_cell
189,Immune system,Naive CD4+ T cells,Lck,Naive CD4+ T,T_cell
190,Immune system,Naive CD4+ T cells,Thy1,Naive CD4+ T,T_cell
191,Immune system,Naive CD4+ T cells,Dapl1,Naive CD4+ T,T_cell
192,Immune system,Memory CD8+ T cells,CD8,Memory CD8+ T,T_cell
193,Immune system,Memory CD8+ T cells,CD2,Memory CD8+ T,T_cell
194,Immune system,Memory CD8+ T cells,CD3D,Memory CD8+ T,T_cell
195,Immune system,Memory CD8+ T cells,CD3E,Memory CD8+ T,T_cell
196,Immune system,Memory CD8+ T cells,CD3G,Memory CD8+ T,T_cell
197,Immune system,Memory CD8+ T cells,CD3Z,Memory CD8+ T,T_cell
198,Immune system,Memory CD8+ T cells,CD25,Memory CD8+ T,T_cell
199,Immune system,Memory CD8+ T cells,CD45RA,Memory CD8+ T,T_cell
200,Immune system,Memory CD8+ T cells,CD62L,Memory CD8+ T,T_cell
201,Immune system,Memory CD8+ T cells,CD27,Memory CD8+ T,T_cell
202,Immune system,Memory CD8+ T cells,CD127,Memory CD8+ T,T_cell
203,Immune system,Memory CD8+ T cells,FOXP3,Memory CD8+ T,T_cell
204,Immune system,Memory CD8+ T cells,CCR7,Memory CD8+ T,T_cell
205,Immune system,Memory CD8+ T cells,CD45,Memory CD8+ T,T_cell
206,Immune system,Memory CD8+ T cells,CD8A,Memory CD8+ T,T_cell
207,Immune system,Memory CD8+ T cells,CD8B,Memory CD8+ T,T_cell
208,Immune system,Memory CD8+ T cells,CCR6,Memory CD8+ T,T_cell
209,Immune system,Memory CD8+ T cells,CD11b,Memory CD8+ T,T_cell
210,Immune system,Memory CD8+ T cells,CD30,Memory CD8+ T,T_cell
211,Immune system,Memory CD8+ T cells,CD45RO,Memory CD8+ T,T_cell
212,Immune system,Memory CD8+ T cells,CD6,Memory CD8+ T,T_cell
213,Immune system,Memory CD8+ T cells,CTLA4,Memory CD8+ T,T_cell
214,Immune system,Memory CD8+ T cells,IL2RA,Memory CD8+ T,T_cell
215,Immune system,Memory CD8+ T cells,GZMB,Memory CD8+ T,T_cell
216,Immune system,Memory CD8+ T cells,SELL,Memory CD8+ T,T_cell
217,Immune system,Memory CD8+ T cells,CCR7,Memory CD8+ T,T_cell
218,Immune system,Memory CD8+ T cells,GNLY,Memory CD8+ T,T_cell
219,Immune system,Memory CD8+ T cells,S100A4,Memory CD8+ T,T_cell
220,Immune system,Memory CD8+ T cells,Trac,Memory CD8+ T,T_cell
221,Immune system,Memory CD8+ T cells,Ltb,Memory CD8+ T,T_cell
222,Immune system,Memory CD8+ T cells,Cd52,Memory CD8+ T,T_cell
223,Immune system,Memory CD8+ T cells,Trbc2,Memory CD8+ T,T_cell
224,Immune system,Memory CD8+ T cells,Shisa5,Memory CD8+ T,T_cell
225,Immune system,Memory CD8+ T cells,Lck,Memory CD8+ T,T_cell
226,Immune system,Memory CD8+ T cells,Thy1,Memory CD8+ T,T_cell
227,Immune system,Memory CD8+ T cells,Dapl1,Memory CD8+ T,T_cell
228,Immune system,Memory CD4+ T cells,CD4,Memory CD4+ T,T_cell
229,Immune system,Memory CD4+ T cells,CD2,Memory CD4+ T,T_cell
230,Immune system,Memory CD4+ T cells,CD3D,Memory CD4+ T,T_cell
231,Immune system,Memory CD4+ T cells,CD3E,Memory CD4+ T,T_cell
232,Immune system,Memory CD4+ T cells,CD3G,Memory CD4+ T,T_cell
233,Immune system,Memory CD4+ T cells,CD3Z,Memory CD4+ T,T_cell
234,Immune system,Memory CD4+ T cells,CD25,Memory CD4+ T,T_cell
235,Immune system,Memory CD4+ T cells,CD45RA,Memory CD4+ T,T_cell
236,Immune system,Memory CD4+ T cells,CD62L,Memory CD4+ T,T_cell
237,Immune system,Memory CD4+ T cells,CD27,Memory CD4+ T,T_cell
238,Immune system,Memory CD4+ T cells,CD127,Memory CD4+ T,T_cell
239,Immune system,Memory CD4+ T cells,FOXP3,Memory CD4+ T,T_cell
240,Immune system,Memory CD4+ T cells,CCR7,Memory CD4+ T,T_cell
241,Immune system,Memory CD4+ T cells,CD45,Memory CD4+ T,T_cell
242,Immune system,Memory CD4+ T cells,CCR6,Memory CD4+ T,T_cell
243,Immune system,Memory CD4+ T cells,CD11b,Memory CD4+ T,T_cell
244,Immune system,Memory CD4+ T cells,CD30,Memory CD4+ T,T_cell
245,Immune system,Memory CD4+ T cells,CD45RO,Memory CD4+ T,T_cell
246,Immune system,Memory CD4+ T cells,CD6,Memory CD4+ T,T_cell
247,Immune system,Memory CD4+ T cells,CTLA4,Memory CD4+ T,T_cell
248,Immune system,Memory CD4+ T cells,IL2RA,Memory CD4+ T,T_cell
249,Immune system,Memory CD4+ T cells,GZMB,Memory CD4+ T,T_cell
250,Immune system,Memory CD4+ T cells,SELL,Memory CD4+ T,T_cell
251,Immune system,Memory CD4+ T cells,CCR7,Memory CD4+ T,T_cell
252,Immune system,Memory CD4+ T cells,S100A4,Memory CD4+ T,T_cell
253,Immune system,Memory CD4+ T cells,Trac,Memory CD4+ T,T_cell
254,Immune system,Memory CD4+ T cells,Ltb,Memory CD4+ T,T_cell
255,Immune system,Memory CD4+ T cells,Cd52,Memory CD4+ T,T_cell
256,Immune system,Memory CD4+ T cells,Trbc2,Memory CD4+ T,T_cell
257,Immune system,Memory CD4+ T cells,Shisa5,Memory CD4+ T,T_cell
258,Immune system,Memory CD4+ T cells,Lck,Memory CD4+ T,T_cell
259,Immune system,Memory CD4+ T cells,Thy1,Memory CD4+ T,T_cell
260,Immune system,Memory CD4+ T cells,Dapl1,Memory CD4+ T,T_cell
261,Immune system,Effector CD8+ T cells,CD8,Effector CD8+ T,T_cell
262,Immune system,Effector CD8+ T cells,CD2,Effector CD8+ T,T_cell
263,Immune system,Effector CD8+ T cells,CD3D,Effector CD8+ T,T_cell
264,Immune system,Effector CD8+ T cells,CD3E,Effector CD8+ T,T_cell
265,Immune system,Effector CD8+ T cells,CD3G,Effector CD8+ T,T_cell
266,Immune system,Effector CD8+ T cells,CD3Z,Effector CD8+ T,T_cell
267,Immune system,Effector CD8+ T cells,CD25,Effector CD8+ T,T_cell
268,Immune system,Effector CD8+ T cells,CD45RA,Effector CD8+ T,T_cell
269,Immune system,Effector CD8+ T cells,CD62L,Effector CD8+ T,T_cell
270,Immune system,Effector CD8+ T cells,CD27,Effector CD8+ T,T_cell
271,Immune system,Effector CD8+ T cells,CD127,Effector CD8+ T,T_cell
272,Immune system,Effector CD8+ T cells,FOXP3,Effector CD8+ T,T_cell
273,Immune system,Effector CD8+ T cells,CCR7,Effector CD8+ T,T_cell
274,Immune system,Effector CD8+ T cells,CD45,Effector CD8+ T,T_cell
275,Immune system,Effector CD8+ T cells,CD8A,Effector CD8+ T,T_cell
276,Immune system,Effector CD8+ T cells,CD8B,Effector CD8+ T,T_cell
277,Immune system,Effector CD8+ T cells,CCR6,Effector CD8+ T,T_cell
278,Immune system,Effector CD8+ T cells,CD11b,Effector CD8+ T,T_cell
279,Immune system,Effector CD8+ T cells,CD30,Effector CD8+ T,T_cell
280,Immune system,Effector CD8+ T cells,CD6,Effector CD8+ T,T_cell
281,Immune system,Effector CD8+ T cells,CTLA4,Effector CD8+ T,T_cell
282,Immune system,Effector CD8+ T cells,IL2RA,Effector CD8+ T,T_cell
283,Immune system,Effector CD8+ T cells,GZMB,Effector CD8+ T,T_cell
284,Immune system,Effector CD8+ T cells,PTPRC,Effector CD8+ T,T_cell
285,Immune system,Effector CD8+ T cells,GNLY,Effector CD8+ T,T_cell
286,Immune system,Effector CD8+ T cells,Trac,Effector CD8+ T,T_cell
287,Immune system,Effector CD8+ T cells,Ltb,Effector CD8+ T,T_cell
288,Immune system,Effector CD8+ T cells,Cd52,Effector CD8+ T,T_cell
289,Immune system,Effector CD8+ T cells,Trbc2,Effector CD8+ T,T_cell
290,Immune system,Effector CD8+ T cells,Shisa5,Effector CD8+ T,T_cell
291,Immune system,Effector CD8+ T cells,Lck,Effector CD8+ T,T_cell
292,Immune system,Effector CD8+ T cells,Thy1,Effector CD8+ T,T_cell
293,Immune system,Effector CD8+ T cells,Dapl1,Effector CD8+ T,T_cell
294,Immune system,Effector CD4+ T cells,CD4,Effector CD4+ T,T_cell
295,Immune system,Effector CD4+ T cells,CD2,Effector CD4+ T,T_cell
296,Immune system,Effector CD4+ T cells,CD3D,Effector CD4+ T,T_cell
297,Immune system,Effector CD4+ T cells,CD3E,Effector CD4+ T,T_cell
298,Immune system,Effector CD4+ T cells,CD3G,Effector CD4+ T,T_cell
299,Immune system,Effector CD4+ T cells,CD3Z,Effector CD4+ T,T_cell
300,Immune system,Effector CD4+ T cells,CD25,Effector CD4+ T,T_cell
301,Immune system,Effector CD4+ T cells,CD45RA,Effector CD4+ T,T_cell
302,Immune system,Effector CD4+ T cells,CD62L,Effector CD4+ T,T_cell
303,Immune system,Effector CD4+ T cells,CD27,Effector CD4+ T,T_cell
304,Immune system,Effector CD4+ T cells,CD127,Effector CD4+ T,T_cell
305,Immune system,Effector CD4+ T cells,FOXP3,Effector CD4+ T,T_cell
306,Immune system,Effector CD4+ T cells,CCR7,Effector CD4+ T,T_cell
307,Immune system,Effector CD4+ T cells,CD45,Effector CD4+ T,T_cell
308,Immune system,Effector CD4+ T cells,CCR6,Effector CD4+ T,T_cell
309,Immune system,Effector CD4+ T cells,CD11b,Effector CD4+ T,T_cell
310,Immune system,Effector CD4+ T cells,CD30,Effector CD4+ T,T_cell
311,Immune system,Effector CD4+ T cells,CD6,Effector CD4+ T,T_cell
312,Immune system,Effector CD4+ T cells,CTLA4,Effector CD4+ T,T_cell
313,Immune system,Effector CD4+ T cells,IL2RA,Effector CD4+ T,T_cell
314,Immune system,Effector CD4+ T cells,GZMB,Effector CD4+ T,T_cell
315,Immune system,Effector CD4+ T cells,PTPRC,Effector CD4+ T,T_cell
316,Immune system,Effector CD4+ T cells,Trac,Effector CD4+ T,T_cell
317,Immune system,Effector CD4+ T cells,Ltb,Effector CD4+ T,T_cell
318,Immune system,Effector CD4+ T cells,Cd52,Effector CD4+ T,T_cell
319,Immune system,Effector CD4+ T cells,Trbc2,Effector CD4+ T,T_cell
320,Immune system,Effector CD4+ T cells,Shisa5,Effector CD4+ T,T_cell
321,Immune system,Effector CD4+ T cells,Lck,Effector CD4+ T,T_cell
322,Immune system,Effector CD4+ T cells,Thy1,Effector CD4+ T,T_cell
323,Immune system,Effector CD4+ T cells,Dapl1,Effector CD4+ T,T_cell
324,Immune system,γδ-T cells,CD2,γδ-T,T_cell
325,Immune system,γδ-T cells,CD3D,γδ-T,T_cell
326,Immune system,γδ-T cells,CD3E,γδ-T,T_cell
327,Immune system,γδ-T cells,CD3G,γδ-T,T_cell
328,Immune system,γδ-T cells,CD3Z,γδ-T,T_cell
329,Immune system,γδ-T cells,CD25,γδ-T,T_cell
330,Immune system,γδ-T cells,CD45RA,γδ-T,T_cell
331,Immune system,γδ-T cells,CD62L,γδ-T,T_cell
332,Immune system,γδ-T cells,CD27,γδ-T,T_cell
333,Immune system,γδ-T cells,CD127,γδ-T,T_cell
334,Immune system,γδ-T cells,FOXP3,γδ-T,T_cell
335,Immune system,γδ-T cells,CCR7,γδ-T,T_cell
336,Immune system,γδ-T cells,CD45,γδ-T,T_cell
337,Immune system,γδ-T cells,CCR6,γδ-T,T_cell
338,Immune system,γδ-T cells,CD11b,γδ-T,T_cell
339,Immune system,γδ-T cells,CD30,γδ-T,T_cell
340,Immune system,γδ-T cells,CD6,γδ-T,T_cell
341,Immune system,γδ-T cells,CTLA4,γδ-T,T_cell
342,Immune system,γδ-T cells,IL2RA,γδ-T,T_cell
343,Immune system,γδ-T cells,GZMB,γδ-T,T_cell
344,Immune system,γδ-T cells,PTPRC,γδ-T,T_cell
345,Immune system,γδ-T cells,TRDV2,γδ-T,T_cell
346,Immune system,γδ-T cells,TRGV9,γδ-T,T_cell
347,Immune system,γδ-T cells,TRGC1,γδ-T,T_cell
348,Immune system,γδ-T cells,Trac,γδ-T,T_cell
349,Immune system,γδ-T cells,Ltb,γδ-T,T_cell
350,Immune system,γδ-T cells,Cd52,γδ-T,T_cell
351,Immune system,γδ-T cells,Trbc2,γδ-T,T_cell
352,Immune system,γδ-T cells,Shisa5,γδ-T,T_cell
353,Immune system,γδ-T cells,Lck,γδ-T,T_cell
354,Immune system,γδ-T cells,Thy1,γδ-T,T_cell
355,Immune system,γδ-T cells,Dapl1,γδ-T,T_cell
356,Immune system,Platelets,CD41,Platelets,other
357,Immune system,Platelets,CD42b,Platelets,other
358,Immune system,Platelets,CD61,Platelets,other
359,Immune system,Platelets,CD31,Platelets,other
360,Immune system,Platelets,PPBP,Platelets,other
361,Immune system,Platelets,PF4,Platelets,other
362,Immune system,Platelets,GNG11,Platelets,other
363,Immune system,Platelets,SDPR,Platelets,other
364,Immune system,Platelets,CLU,Platelets,other
365,Immune system,Platelets,CD41,Platelets,other
366,Immune system,Platelets,CD110,Platelets,other
367,Immune system,CD8+ NKT-like cells,CD8,CD8+ NKT,other
368,Immune system,CD8+ NKT-like cells,CD56,CD8+ NKT,other
369,Immune system,CD8+ NKT-like cells,CD2,CD8+ NKT,other
370,Immune system,CD8+ NKT-like cells,CD16,CD8+ NKT,other
371,Immune system,CD8+ NKT-like cells,CD94,CD8+ NKT,other
372,Immune system,CD8+ NKT-like cells,CD3D,CD8+ NKT,other
373,Immune system,CD8+ NKT-like cells,CD3E,CD8+ NKT,other
374,Immune system,CD8+ NKT-like cells,CD3G,CD8+ NKT,other
375,Immune system,CD8+ NKT-like cells,CD3Z,CD8+ NKT,other
376,Immune system,CD8+ NKT-like cells,NKp46,CD8+ NKT,other
377,Immune system,CD8+ NKT-like cells,CD11b,CD8+ NKT,other
378,Immune system,CD8+ NKT-like cells,CD161,CD8+ NKT,other
379,Immune system,CD8+ NKT-like cells,CD314,CD8+ NKT,other
380,Immune system,CD8+ NKT-like cells,CD69,CD8+ NKT,other
381,Immune system,CD8+ NKT-like cells,NKG7,CD8+ NKT,other
382,Immune system,CD8+ NKT-like cells,CD122,CD8+ NKT,other
383,Immune system,CD8+ NKT-like cells,NKG2D,CD8+ NKT,other
384,Immune system,CD8+ NKT-like cells,GZMB,CD8+ NKT,other
385,Immune system,CD8+ NKT-like cells,GZMA,CD8+ NKT,other
386,Immune system,CD8+ NKT-like cells,GZMM,CD8+ NKT,other
387,Immune system,CD8+ NKT-like cells,GNLY,CD8+ NKT,other
388,Immune system,CD8+ NKT-like cells,COX6A2,CD8+ NKT,other
389,Immune system,CD8+ NKT-like cells,ZMAT4,CD8+ NKT,other
390,Immune system,CD8+ NKT-like cells,KIR2DL4,CD8+ NKT,other
391,Immune system,CD4+ NKT-like cells,CD4,CD4+ NKT,other
392,Immune system,CD4+ NKT-like cells,CD56,CD4+ NKT,other
393,Immune system,CD4+ NKT-like cells,CD2,CD4+ NKT,other
394,Immune system,CD4+ NKT-like cells,CD16,CD4+ NKT,other
395,Immune system,CD4+ NKT-like cells,CD94,CD4+ NKT,other
396,Immune system,CD4+ NKT-like cells,CD3D,CD4+ NKT,other
397,Immune system,CD4+ NKT-like cells,CD3E,CD4+ NKT,other
398,Immune system,CD4+ NKT-like cells,CD3G,CD4+ NKT,other
399,Immune system,CD4+ NKT-like cells,CD3Z,CD4+ NKT,other
400,Immune system,CD4+ NKT-like cells,NKp46,CD4+ NKT,other
401,Immune system,CD4+ NKT-like cells,CD11b,CD4+ NKT,other
402,Immune system,CD4+ NKT-like cells,CD161,CD4+ NKT,other
403,Immune system,CD4+ NKT-like cells,CD314,CD4+ NKT,other
404,Immune system,CD4+ NKT-like cells,CD69,CD4+ NKT,other
405,Immune system,CD4+ NKT-like cells,NKG7,CD4+ NKT,other
406,Immune system,CD4+ NKT-like cells,CD122,CD4+ NKT,other
407,Immune system,CD4+ NKT-like cells,NKG2D,CD4+ NKT,other
408,Immune system,CD4+ NKT-like cells,GZMB,CD4+ NKT,other
409,Immune system,CD4+ NKT-like cells,GZMA,CD4+ NKT,other
410,Immune system,CD4+ NKT-like cells,GZMM,CD4+ NKT,other
411,Immune system,CD4+ NKT-like cells,COX6A2,CD4+ NKT,other
412,Immune system,CD4+ NKT-like cells,ZMAT4,CD4+ NKT,other
413,Immune system,CD4+ NKT-like cells,KIR2DL4,CD4+ NKT,other
414,Immune system,Natural killer  cells,CD56,NK,other
415,Immune system,Natural killer  cells,CD2,NK,other
416,Immune system,Natural killer  cells,CD16,NK,other
417,Immune system,Natural killer  cells,CD94,NK,other
418,Immune system,Natural killer  cells,NKp46,NK,other
419,Immune system,Natural killer  cells,CD11b,NK,other
420,Immune system,Natural killer  cells,CD161,NK,other
421,Immune system,Natural killer  cells,CD314,NK,other
422,Immune system,Natural killer  cells,CD69,NK,other
423,Immune system,Natural killer  cells,NKG7,NK,other
424,Immune system,Natural killer  cells,CD122,NK,other
425,Immune system,Natural killer  cells,NKG2D,NK,other
426,Immune system,Natural killer  cells,GZMB,NK,other
427,Immune system,Natural killer  cells,GZMA,NK,other
428,Immune system,Natural killer  cells,GZMM,NK,other
429,Immune system,Natural killer  cells,FCGR3A,NK,other
430,Immune system,Natural killer  cells,GNLY,NK,other
431,Immune system,Natural killer  cells,COX6A2,NK,other
432,Immune system,Natural killer  cells,ZMAT4,NK,other
433,Immune system,Natural killer  cells,KIR2DL4,NK,other
434,Immune system,Natural killer  cells,NKG7,NK,other
435,Immune system,Eosinophils,CD11b,Eosinophils,other
436,Immune system,Eosinophils,CD193,Eosinophils,other
437,Immune system,Eosinophils,CD123,Eosinophils,other
438,Immune system,Eosinophils,CD125,Eosinophils,other
439,Immune system,Eosinophils,CD15,Eosinophils,other
440,Immune system,Eosinophils,SIGLEC8,Eosinophils,other
441,Immune system,Eosinophils,CLC,Eosinophils,other
442,Immune system,Eosinophils,GATA1,Eosinophils,other
443,Immune system,Eosinophils,CEBPE,Eosinophils,other
444,Immune system,Eosinophils,SEMG1,Eosinophils,other
445,Immune system,Eosinophils,ALOX15,Eosinophils,other
446,Immune system,Eosinophils,CCL23,Eosinophils,other
447,Immune system,Eosinophils,PRSS41,Eosinophils,other
448,Immune system,Eosinophils,PRSS33,Eosinophils,other
449,Immune system,Eosinophils,THBS4,Eosinophils,other
450,Immune system,Eosinophils,FOXI1,Eosinophils,other
451,Immune system,Neutrophils,CD66b,Neutrophils,other
452,Immune system,Neutrophils,CD11b,Neutrophils,other
453,Immune system,Neutrophils,CD15,Neutrophils,other
454,Immune system,Neutrophils,CD16,Neutrophils,other
455,Immune system,Neutrophils,CXCL8,Neutrophils,other
456,Immune system,Neutrophils,FCGR3B,Neutrophils,other
457,Immune system,Neutrophils,MNDA,Neutrophils,other
458,Immune system,Neutrophils,CXCR2,Neutrophils,other
459,Immune system,Neutrophils,MPO,Neutrophils,other
460,Immune system,Neutrophils,ELANE,Neutrophils,other
461,Immune system,Neutrophils,PRTN3,Neutrophils,other
462,Immune system,Neutrophils,MPO,Neutrophils,other
463,Immune system,Neutrophils,AZU1,Neutrophils,other
464,Immune system,Neutrophils,LYZ,Neutrophils,other
465,Immune system,Neutrophils,S100A8,Neutrophils,other
466,Immune system,Neutrophils,S100A9,Neutrophils,other
467,Immune system,Neutrophils,PI3,Neutrophils,other
468,Immune system,Neutrophils,CHI3L1,Neutrophils,other
469,Immune system,Neutrophils,ANXA3,Neutrophils,other
470,Immune system,Neutrophils,CXCL1,Neutrophils,other
471,Immune system,Neutrophils,TGM3,Neutrophils,other
472,Immune system,Neutrophils,BTNL3,Neutrophils,other
473,Immune system,Neutrophils,C4BPA,Neutrophils,other
474,Immune system,Neutrophils,MMP9,Neutrophils,other
475,Immune system,Neutrophils,CD24,Neutrophils,other
476,Immune system,Neutrophils,BPI,Neutrophils,other
477,Immune system,Neutrophils,LTF,Neutrophils,other
478,Immune system,Neutrophils,GCA,Neutrophils,other
479,Immune system,Neutrophils,Camp,Neutrophils,other
480,Immune system,Neutrophils,Ngp,Neutrophils,other
481,Immune system,Neutrophils,Chil3,Neutrophils,other
482,Immune system,Neutrophils,Ltf,Neutrophils,other
483,Immune system,Basophils,CD63,Basophils,other
484,Immune system,Basophils,CD203c,Basophils,other
485,Immune system,Basophils,CD123,Basophils,other
486,Immune system,Basophils,CLC,Basophils,other
487,Immune system,Basophils,MS4A3,Basophils,other
